eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20180144,FERC,OK,300,2018,web_imputed,NA,NA,NA,NA,NA,Midcontinent Supply Header Interstate Pipeline (MSHIP). Energy Transfer. ~38 mi 42-in pipeline + compression. ~$300M project.,low,TRUE,Mid-stream-pipeline (~$300M),Oklahoma. Energy Transfer Partners. SCOOP/STACK takeaway.
20180145,FHWA,NV,500,2018,web_imputed,https://www.pyramidhighway.com/,Pyramid Highway Project (RTC Washoe),pyramidhighway.com,2018,NA,Six-phase Pyramid/US-395 Connection. Phase 1 $66M; total program ~$500M+ over 6 phases.,medium,TRUE,Multi-phase-suburban-highway (~$500M),Reno NV. RTC Washoe + NDOT + FHWA. Spanish Springs connector.
20180169,BLM,NV,150,2018,web_imputed,NA,NA,NA,NA,NA,Gold Rock Mine Project. Fiore Gold / Calibre Mining. Small-mid Nevada gold mine.,low,TRUE,Small-mid-gold-mine (~$150M),White Pine County NV. Fiore Gold (acquired by Calibre).
20180175,FERC,CA,30,2018,sector_impute_pending,NA,NA,NA,NA,NA,Lassen Lodge Hydroelectric. Small hydro on Mill Creek CA. ~9 MW.,low,TRUE,Small-hydro-greenfield (~$30M),Tehama County CA. Mill Creek.
20180202,FAA,AZ,250,2018,sector_impute_pending,NA,NA,NA,NA,NA,Tucson International Airport Airfield Safety Enhancement. Runway/taxiway reconfiguration.,low,TRUE,Airport-runway-reconfig (~$250M),TUS Tucson Airport Authority + FAA.
20180219,USACE,CA,400,2018,sector_impute_pending,NA,NA,NA,NA,NA,Delta Islands and Levees Integrated Feasibility Study. Habitat + flood control acquisitions/improvements.,low,TRUE,Delta-levee-habitat-program (~$400M),Sacramento-San Joaquin Delta CA. USACE + state.
20180237,USACE,AZ,80,2018,sector_impute_pending,NA,NA,NA,NA,NA,Little Colorado River at Winslow Flood Risk Management. Levee improvements.,low,TRUE,Levee-flood-risk-mid (~$80M),Navajo County AZ. USACE.
20180238,FHWA,UT,250,2018,sector_impute_pending,NA,NA,NA,NA,NA,SR 30 Logan to West 1000 West (UDOT joint lead). New alignment northern Cache Valley.,low,TRUE,Rural-arterial-new (~$250M),Cache County UT. UDOT.
20180241,FAA,AK,0,2018,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of USAF Modernization and Enhancement of Ranges EIS.,high,FALSE,NA,Adoption <e2><80><94> primary EIS USAF.
20180242,FAA,GA,0,2018,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of USAF Townsend Bombing Range Modernization EIS.,high,FALSE,NA,Adoption <e2><80><94> primary EIS USAF.
20180252,FHWA,CA,90,2018,sector_impute_pending,NA,NA,NA,NA,NA,US 50/South Shore Community Revitalization Project. Lake Tahoe arterial improvements + roundabouts.,low,TRUE,Urban-arterial-revitalization (~$90M),South Lake Tahoe CA. Caltrans + TRPA.
20180258,FERC,LA,4500,2019,web,https://www.offshore-technology.com/projects/calcasieu-pass-lng-export-facility-louisiana/,Calcasieu Pass LNG Export Facility,offshore-technology.com,2019,NA,10 mtpa export facility + 23.4-mi pipeline. Venture Global construction ~$4.5B. FID Aug 2019.,high,FALSE,NA,Cameron Parish LA. Venture Global. First LNG Jan 2022.
20180265,DOE,LA,0,2018,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Calcasieu Pass EIS (20180258).,high,FALSE,NA,Adoption <e2><80><94> primary EIS FERC.
20180287,UDOT,UT,25,2018,sector_impute_pending,NA,NA,NA,NA,NA,I-15 Payson Main Street Interchange. Reconfigured DDI. Modest interchange project.,low,TRUE,Interchange-reconfig (~$25M),Utah County UT. UDOT.
20180300,USACE,CA,130,2018,sector_impute_pending,NA,NA,NA,NA,NA,Upper Llagas Creek Flood Protection Project. Santa Clara Valley Water District. Channel improvements + detention.,low,TRUE,Urban-flood-control-channel (~$130M),Morgan Hill CA. SCVWD.
20180305,FTA,TX,1100,2018,web_imputed,NA,NA,NA,NA,NA,DART Cotton Belt Regional Rail (Silver Line). 26-mi commuter rail DFW Airport to Plano. ~$1.1B FTA project.,high,FALSE,NA,DART. Opens 2026. RRIF + private financing.
20180311,FAA,TX,0,2018,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of FTA DART Cotton Belt Corridor Regional Rail EIS (20180305).,high,FALSE,NA,CORRECTED 2026-06-01 (dup_sweep): not a standalone airport project. Adoption of 20180305 DART Cotton Belt. Was erroneously imputed $200M.
20180321,DOE,CA,600,2018,web_imputed,NA,NA,NA,NA,NA,Santa Susana Field Lab Area IV + Northern Buffer Zone Remediation. DOE share of multi-party SSFL cleanup. Mid-range federal remediation.,low,TRUE,Federal-environmental-remediation (~$600M),Ventura County CA. DOE + Boeing + NASA. SSFL Area IV sodium reactor + radioactive material cleanup.
20180059,WAPA,CO,500,2018,sector_impute_pending,NA,NA,NA,NA,NA,"Estes-Flatiron 115kV Transmission Lines Rebuild Project. WAPA rebuilds + structure upgrades, ~30 mi.",low,TRUE,Transmission-rebuild-mid (~$500M),H-1 audit addition. WAPA Loveland-area Colorado.
20180067,USACE,AK,7400,2021,web,https://www.theglobeandmail.com/business/article-barrick-selling-stake-in-giant-alaska-gold-project-donlin-for-us1/,Donlin Gold project cost,theglobeandmail.com,2021,NA,Cost to build pegged at US$7.4 billion in 2021 engineering study (rose to ~$9.2B by 2025 inflation update; use 2021 ROD-era estimate).,high,FALSE,NA,H-1 audit addition. USACE 404 permit for Donlin Gold (NovaGold/Paulson/formerly Barrick). 27-yr mine life. SW Alaska.
20180204,USACE,AZ,300,2018,sector_impute_pending,NA,NA,NA,NA,NA,Ray Mine Tailings Storage Facility (ASARCO/Grupo Mexico). USACE 404 for new tailings impoundment at existing copper mine.,low,TRUE,Tailings-facility-mid-mine (~$300M),H-1 audit addition. USACE 404 / Pinal County AZ.
20180209,GSA,MD,500,2018,sector_impute_pending,NA,NA,NA,NA,NA,2018 Master Plan for the Consolidation of U.S. FDA HQ. Major federal HQ consolidation Beltsville/White Oak Maryland.,low,TRUE,Federal-HQ-consolidation-master-plan (~$500M),H-1 audit addition. GSA + FDA. Long-range program.
20180211,NIGC,CA,0,2018,duplicate_of_other_eis,NA,NA,NA,NA,NA,"NIGC adoption of BIA Wilton Rancheria EIS (20160300, $500M attributed there).",high,FALSE,NA,H-1 audit addition. Adoption.
20180288,OSM,MT,100,2018,sector_impute_pending,NA,NA,NA,NA,NA,Western Energy Company Rosebud Mine Area F. Coal mine area extension.,low,TRUE,Coal-mine-area-extension (~$100M),H-1 audit addition. OSM Montana.
20180043,USACE,NC,35,2018,web,https://coastalreview.org/2018/04/holden-beach-says-no-to-terminal-groin/,Holden Beach Says 'No' to Terminal Groin,Coastal Review,2018,NA,Holden Beach East End Shore Protection: estimated $30-40 million in protection costs over 30 years for 10-20 properties on the east end of the island.,medium,FALSE,NA,H-1 Round 2 audit addition. USACE coastal civil works (project later withdrawn by Town).
20180196,BLM,AK,1400,2018,web,https://www.akbizmag.com/industry/oil-gas/first-oil-from-greater-mooses-tooth-2/,First Oil from Greater Mooses Tooth #2,Alaska Business Magazine,2022,NA,"GMT2 project: ~$1.4B gross capex including construction and drilling; peak production ~30,000 BOEPD; first oil December 2021 under budget.",high,FALSE,NA,"H-1 Round 2 audit addition. ConocoPhillips Alpine Satellite Development Plan for GMT2, NPR-A."
20180251,HUD,NJ,244,2018,web,https://dep.nj.gov/floodresilience/rebuild-by-design-meadowlands-project-overview/,Rebuild by Design Meadowlands <e2><80><94> Project Overview,NJDEP,2018,NA,Build Plan funded with $150M HUD CDBG-DR grant + $36M FEMA BRIC + $17M NOAA CRRC + $42M NJ Flood Control Capital appropriation; total <e2><89><88> $244M.,high,FALSE,NA,H-1 Round 2 audit addition. HUD lead chosen over NJDEP for the canonical entry (eis_number dedup).
20180275,USACE,VA,1600,2018,web,https://www.warner.senate.gov/public/index.cfm/2021/12/warner-kaine-request-federal,Warner & Kaine Request Federal Funding for Norfolk Coastal Storm Risk Management Project,U.S. Senate,2021,NA,Norfolk CSRM total estimated construction $1.6B (~$1.043B federal + $562M non-federal) per WRDA 2020 authorization; later revised upward to $2.6B in 2023 agreement. Use FEIS-era estimate.,high,FALSE,NA,H-1 Round 2 audit addition. Large USACE coastal program; uses 2018 FEIS-era cost.
20180310,BLM,WY,400,2018,web,http://www.zeroco2.no/projects/riley-ridge-gas-plant-eor,Riley Ridge Gas Plant & EOR,zeroco2.no,2018,NA,"Riley Ridge to Natrona 243-mile CO2 pipeline, sweetening plant, and 230 kV transmission line; estimated construction cost ~$400 million.",medium,FALSE,NA,H-1 Round 2 audit addition. Denbury Resources CO2 pipeline for Wyoming EOR.
20180320,BLM,WY,46,2018,web,https://www.ur-energy.com/news-media/press-releases/detail/357/ur-energy-files-updated-s-k-1300-reports-for-the-lost-creek,Ur-Energy Files Updated S-K 1300 Reports for Lost Creek ISR Uranium Property,Ur-Energy Inc.,2022,NA,Lost Creek ISR facility: initial capital costs $46.5M incurred and expended prior to economic-analysis starting date.,high,FALSE,NA,H-1 Round 2 audit addition. Ur-Energy in-situ recovery uranium modifications.
