eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20210065,BIA,NV,400,2021,web_imputed,https://www.bia.gov/news/bia-issues-final-eis-moapa-bands-proposed-southern-bighorn-solar-project,BIA Issues Final EIS for Moapa Band's Proposed Southern Bighorn Solar Project,bia.gov,2021,NA,400 MW total capacity across SBSP I (300 MW) + SBSP II (100 MW). Cost not stated.,low,TRUE,Solar capex (400 MW @ $1M/MW),Moapa Band of Paiute Indians + 8minute Solar Energy. Tribal trust land.
20210067,FRA,NJ,12300,2021,web,https://www.hudsontunnelproject.com/About_The_FEIS/,Hudson Tunnel Project FEIS,hudsontunnelproject.com,2021-05-28,NA,The $12.3 billion project covers... construction of a new two-track rail tunnel beneath the Hudson River.,high,FALSE,NA,ORIGINAL Hudson Tunnel EIS. NOTE: 20230027 may be a different FRA NY project <e2><80><94> needs verification.
20210070,USACE,CA,128,2021,web,https://www.cityofwoodland.gov/1466/Flood-Risk-Reduction-Project,Lower Cache Creek Flood Risk Reduction Project,cityofwoodland.gov,2021,NA,"The estimated cost to the state is $128,235,450. The USACE is expected to fund approximately 65% of the total cost.",high,FALSE,NA,City of Woodland + USACE + CVFPB. Levees + water conveyance channel.
20210079,CHSRA,CA,19700,2021,web,https://www.hsrail.org/blog/ca-hsr-chooses-route-through-mountains/,CA HSR Chooses Route Through the Mountains,hsrail.org,2021,NA,the total cost of the segment is an estimated $19.7 billion.,high,FALSE,NA,"Bakersfield-Palmdale segment. 83 miles, 10 miles of tunnels through Tehachapi Mountains."
20210082,FAA,GA,10,2021,web,https://thecurrentga.org/2021/12/20/spaceport-camden-clears-one-licensing-hurdle/,Spaceport Camden clears one licensing hurdle,thecurrentga.org,2021-12-20,NA,the county has spent nearly 10 years and $10 million on the environmental impact statement and associated safety and procedural reviews.,low,FALSE,NA,"Spaceport license, not capex. FAA approved 12 launches/year for 5 years. No major infrastructure capex in EIS scope."
20210089,FRA,GA,7000,2021,web,https://www.dot.ga.gov/InvestSmart/Rail/EIS/03-Introduction.pdf,Atlanta to Charlotte Passenger Rail Corridor Investment Plan,dot.ga.gov,2021,NA,The study estimated the cost to build the line at between $6.2 billion and $8.4 billion.,medium,FALSE,NA,Southeast HSR Atlanta-Charlotte. 274-mile Greenfield Corridor preferred alternative. Midpoint $7B used.
20210110,BLM,NV,200,2021,sector_impute_pending,NA,NA,NA,NA,NA,Robinson Mine Plan of Operations Amendment. 4-year mine-life extension at existing KGHM copper mine. Waste rock disposal expansion.,low,TRUE,Mine-extension-amendment (~$200M for waste rock + minor capex),KGHM Polska Miedz. ~125 Mlbs Cu/yr existing operation.
20210113,USACE,CA,3600,2021,web,https://www.transit.dot.gov/funding/grants/grant-programs/capital-investments/westside-purple-line-extension-section-3-0,Westside Purple Line Extension Section 3 Project Profile,transit.dot.gov,2021,NA,"Section 3: A 2.5-mile, $3.6-billion project that will build two new stations and connect Century City with Westwood/VA Hospital.",high,FALSE,NA,USACE adoption of FTA Westside Purple Line EIS (Section 3 specifically). LA Metro project.
20210120,BLM,NV,50,2021,sector_impute_pending,NA,NA,NA,NA,NA,"Relief Canyon Mine Expansion Amendment. Heap-leach gold mine. 91k oz/yr, 5.6-year life. Small-scale.",low,TRUE,Small-gold-mine-amendment (~$50M),Pershing Gold (now Americas Silver). Earlier expansion in 2016.
20210121,BOEM,MA,2000,2024,web,https://www.utilitydive.com/news/south-fork-wind-begins-operations-New-York-Eversource/710536/,South Fork Wind becomes first US utility-scale offshore wind farm,utilitydive.com,2024,NA,The South Fork Wind Farm ended up totaling $2 billion.,high,FALSE,NA,132 MW. 12 Siemens Gamesa 11 MW turbines. First completed utility-scale US offshore wind farm.
20210143,FHWA,IN,1200,2025,web,https://i69ohiorivercrossing.com/section-2-i-69-bridge/,Section 2: I-69 Bridge,i69ohiorivercrossing.com,2025,NA,construction anticipated to begin in 2027 and continue through 2031 at an estimated cost of more than $1.2 billion.,high,FALSE,NA,"I-69 Ohio River Crossing bridge (Section 2). Henderson, KY-Evansville, IN. Plus $158M Section 1 (KY approach) separately."
20210145,USACE,MT,42,2021,web,https://billingsgazette.com/news/state-and-regional/montana/fort-peck-dam-repairs-to-cost-million/article_855a19ef-b75c-5ca0-a47a-ee83bccb79a0.html,Fort Peck Dam repairs to cost $42.9 million,billingsgazette.com,2021,NA,the estimated cost of projects at Fort Peck is $41.7 million.,medium,FALSE,NA,"Test release operations (4-day test, 30,000 cfs). Not new construction."
20210146,FERC,LA,200,2021,sector_impute_pending,NA,NA,NA,NA,NA,East Lateral Xpress (TC Energy). 725 MMcf/d total capacity. Supplies Venture Global Plaquemines LNG.,low,TRUE,FERC-pipeline-LNG-feed (~$200M),NA
20210147,FHWA,VA,745,2025,web,https://www.vdot.virginia.gov/projects/salem-district/martinsville-southern-connector-study/,Martinsville Southern Connector study,vdot.virginia.gov,2025,NA,The preliminary cost estimate for the preferred alternative is approximately $745 million (in 2025 dollars).,high,FALSE,NA,Route 220 Martinsville Southern Connector. New limited-access road. EIS 2021; ROD not issued.
20210148,FERC,PA,200,2021,sector_impute_pending,NA,NA,NA,NA,NA,Transco East 300 Upgrade. New compressor station + 2 existing upgrades in NJ and PA. Cost not surfaced.,low,TRUE,Compressor-station-upgrades (~$200M for new + 2 upgrades),NA
20210150,USACE,CA,170,2021,web,https://www.enr.com/articles/54812-port-of-long-beach-oks-170m-plan-to-deepen-ship-channel,Port of Long Beach OKs $170M Plan to Deepen Ship Channel,enr.com,2021,NA,The proposed $170-million Deep Draft Navigation Channel Deepening Project.,high,FALSE,NA,Long Beach Approach Channel 76<e2><86><92>80 ft. Cost-shared 50/50 federal/port.
20210151,FERC,PA,200,2021,sector_impute_pending,NA,NA,NA,NA,NA,Marcus Hook Electric Compression. NGL terminal compressor at Sunoco/Energy Transfer Marcus Hook complex.,low,TRUE,NGL-electric-compressor-mid (~$200M),NA
20210154,FERC,LA,670,2022,web,https://naturalgasintel.com/news/kinder-morgans-evangeline-pass-expansion-ramps-up-alongside-plaquemines-lng-terminal-startup/,Kinder Morgan's Evangeline Pass Expansion,naturalgasintel.com,2022,NA,KMI's $670 million Evangeline Pass Expansion would add about 2 Bcf/d capacity on the TGP and SNG systems.,high,FALSE,NA,Tennessee Gas Pipeline + Southern Natural Gas joint expansion. Feeds Plaquemines LNG.
20210157,FERC,AZ,127,2023,web,https://www.gem.wiki/North_Baja_Gas_Pipeline,North Baja Gas Pipeline,gem.wiki,2023,NA,The North Baja expansion cost an estimated US$127 million.,high,FALSE,NA,TC Energy. 495 MDth/d capacity. Ehrenberg compressor station upgrade.
20210165,CHSRA,CA,5000,2021,web_imputed,https://www.permits.performance.gov/permitting-project/dot-projects/california-high-speed-rail-program-burbank-los-angeles-project,California HSR Program: Burbank to Los Angeles Project Section,permits.performance.gov,2021,NA,~14-mile segment using LA River right-of-way. Cost not specifically stated for this segment.,low,TRUE,Per-mile HSR cost (~$350M/mile <c3><97> 14 mi),"Burbank-LA segment. Distinct from Palmdale-Burbank ($22.6B, 2024)."
20210167,FERC,LA,81,2022,web,https://www.compressortech2.com/news/ferc-approves-new-gas-export-pipelines/8021084.article,FERC approves new gas export pipelines,compressortech2.com,2022,NA,The project is expected to cost around $81.1 million.,high,FALSE,NA,ANR Pipeline Alberta Xpress + Lease Capacity Abandonment. 0.165 Bcf/d.
20210174,FERC,NY,272,2022,web,https://marcellusdrilling.com/2022/03/iroquois-gas-enhancement-by-compression-project-approved-by-ferc/,Iroquois Gas Enhancement by Compression Project Approved by FERC,marcellusdrilling.com,2022,NA,The $272 million Iroquois Enhancement by Compression Project.,high,FALSE,NA,Iroquois Gas Transmission. +125 MMcf/d via compressor upgrades at Dover & Athens (NY) + Brookfield & Milford (CT).
20210181,FRA,NY,2000,2025,web,https://www.related.com/press-releases/2025-06-30/city-council-approves-financing-enables-historic-plan-develop-western,City Council approves financing for Western Railyards,related.com,2025-06-30,NA,$2 billion platform over the active rail lines.,medium,FALSE,NA,Western Rail Yard Platform & Tunnel Encasement (Amtrak + WRY Tenant). Hudson Yards site.
20210026,GSA,CA,300,2021,sector_impute_pending,NA,NA,NA,NA,NA,Chet Holifield Federal Building Tenant Relocation. GSA major federal-building reposition / tenant move-out and adjacent construction.,low,TRUE,Federal-building-relocation (~$300M),H-1 audit addition. Laguna Niguel CA <e2><80><94> IRS + USCIS + others.
20210175,WAPA,WY,500,2022,web,https://www.connectgenllc.com/western-area-power-administration-issues-record-of-decision-for-interconnection-of-connectgens-504-mw-wind-project/,WAPA ROD for ConnectGen 504 MW Wind,connectgenllc.com,2022,NA,"Capital investment of more than $500 million in Albany County, Wyoming. 504 MW / ~120 turbines.",high,FALSE,NA,H-1 audit addition. Repsol Renewables (acquired ConnectGen). WAPA interconnection.
20210123,USACE,FL,2600,2021,web,https://keysweekly.com/42/2-6b-storm-and-sea-level-rise-project-on-tap-for-florida-keys/,$2.6B Storm and Sea Level Rise Project on Tap for Florida Keys,Keys Weekly,2021,NA,Florida Keys CSRM: total project $2.6 billion ($1.7B federal at 65% + $893M non-federal at 35%); includes home elevations (~$2B) and floodproofing (~$400M).,high,FALSE,NA,H-1 Round 2 audit addition.
