eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20160076,BLM,WY,2200,2016,web,https://americanwildhorse.org/stories/wy-continental-divide-creston-gas-drilling-project-raises-concerns-for-wild-horses-3518,BLM Continental Divide-Creston Gas project,americanwildhorse.org,2016,NA,"BP investing up to $2.2 billion to double production from its acreage. Up to 8,950 wells.",high,FALSE,NA,Carbon + Sweetwater WY. BP + Anadarko et al. Wamsutter field.
20160091,FERC,ID,60,2016,sector_impute_pending,NA,NA,NA,NA,NA,Bear River Narrows Hydroelectric. New ~14 MW hydro on Bear River ID.,low,TRUE,Small-hydro-greenfield (~$60M),Caribou County ID. Twin Lakes Canal Company.
20160099,USFS,OR,30,2016,sector_impute_pending,NA,NA,NA,NA,NA,Granite Creek Watershed Mining Project. Small mining plan of operations.,low,TRUE,Small-mining-POO (~$30M),Wallowa-Whitman NF OR.
20160100,FTA,MN,2750,2018,web_imputed,NA,NA,NA,NA,NA,Southwest LRT (METRO Green Line Extension). 14.5-mi LRT Minneapolis-Eden Prairie. $2.75B estimate (rose to $2.86B+).,high,FALSE,NA,Metro Transit + FTA CIG. Construction ongoing.
20160104,BLM,WY,3000,2016,web_imputed,NA,NA,NA,NA,NA,Energy Gateway South Transmission. PacifiCorp 500kV ~400 mi WY-UT. Industry estimate ~$3B.,medium,TRUE,500kV-transmission-major (~$3B for 400 mi),PacifiCorp.
20160105,BLM,NV,100,2016,sector_impute_pending,NA,NA,NA,NA,NA,Coeur Rochester Mine POO Amendment 10. Coeur Mining silver-gold mine expansion. Plan of Permanent Closure.,low,TRUE,Mine-expansion-mid (~$100M),Pershing County NV. Coeur Mining.
20160114,FHWA,TX,300,2016,sector_impute_pending,NA,NA,NA,NA,NA,Grand Parkway SH 99 Segment B. ~52-mi outer beltway Houston. TxDOT toll.,medium,TRUE,New-tollway-rural (~$6M/mi),Houston TX. TxDOT.
20160124,FERC,AK,200,2016,sector_impute_pending,NA,NA,NA,NA,NA,Sweetheart Lake Hydroelectric. New ~19.8 MW hydro. Juneau Hydropower.,low,TRUE,Small-hydro-AK-greenfield (~$200M),Juneau AK area.
20160125,BIA,NV,300,2016,sector_impute_pending,NA,NA,NA,NA,NA,Aiya Solar Project. Moapa Band of Paiutes. ~200 MW tribal land solar.,low,TRUE,Utility-solar-tribal-land (~$1.5M/MW),Clark County NV. Moapa River Indian Reservation.
20160128,USACE,NC,50,2016,sector_impute_pending,NA,NA,NA,NA,NA,Morehead City Harbor Integrated Dredged Material Management Plan. DMMP <e2><80><94> disposal facility siting + operations.,low,TRUE,USACE-DMMP-mid (~$50M),Morehead City NC. USACE Wilmington District.
20160133,FTA,VA,370,2016,web_imputed,NA,NA,NA,NA,NA,Potomac Yard Metrorail Station. WMATA infill station. ~$370M project (rose to $400M+).,high,FALSE,NA,Alexandria VA. WMATA. Opened May 2023.
20160136,USACE,PA,2700,2016,web_imputed,NA,NA,NA,NA,NA,Upper Ohio Navigation Study. USACE 3-locks replacement (Emsworth + Dashields + Montgomery). Total ~$2.7B program.,medium,TRUE,USACE-locks-replacement-major (~$2.7B),Pittsburgh PA. USACE Pittsburgh District.
20160139,BLM,UT,500,2016,sector_impute_pending,NA,NA,NA,NA,NA,"Monument Butte Oil and Gas Development. ~5,750 wells over 15 years. Newfield Exploration.",low,TRUE,Utah-oil-gas-development (~$500M),Duchesne + Uintah UT. Newfield/Encana.
20160142,BLM,NV,200,2016,sector_impute_pending,NA,NA,NA,NA,NA,Bald Mountain Mine North/South Operations Area. Barrick / Kinross. Mine expansion.,low,TRUE,Gold-mine-expansion-mid (~$200M),White Pine County NV. Barrick.
20160147,USFS,AK,35,2016,sector_impute_pending,NA,NA,NA,NA,NA,Kake to Petersburg Transmission Line Intertie. Tongass NF. ~57-mi transmission. Sealaska Heritage interties.,low,TRUE,Rural-transmission-intertie (~$35M),SE Alaska. USFS + Inside Passage Electric Cooperative.
20160149,BIA,FL,50,2016,sector_impute_pending,NA,NA,NA,NA,NA,Seminole Tribe of Florida Fee-to-Trust. Land transfer for tribal economic development. Modest project scale.,low,TRUE,Tribal-fee-to-trust-mod (~$50M),Florida. Seminole Tribe.
20160155,FTA,MN,1500,2016,web_imputed,NA,NA,NA,NA,NA,"Bottineau LRT METRO Blue Line Extension. 13-mi LRT Minneapolis-Brooklyn Park. Original $1.5B (rose to $2.95B+, project withdrew from CIG 2020 but rejoined).",medium,FALSE,NA,Metro Transit + FTA. Hennepin County MN.
20160160,BR,CA,200,2016,sector_impute_pending,https://www.restoresjr.net/projects/restoration/2b-and-mendota-reach-bypass/,SJRRP Reach 2B and Mendota Pool Bypass,restoresjr.net,2016,NA,Half-mile river-like fish-passage bypass channel around Mendota Pool + Reach 2B channel improvements. Phase 1 of SJRRP construction.,low,TRUE,Fish-passage-channel-construction (~$200M),"Fresno County CA. BR + SJRRP. CORRECTED 2026-06-01: this is the Reach 2B Bypass CONSTRUCTION project, distinct from 20190259 Mendota Pool Group Exchange Program (water trading contract, correctly reclassified to (ii))."
20160163,DOE,LA,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Lake Charles Liquefaction EIS (20150233).,high,FALSE,NA,Adoption <e2><80><94> primary FERC.
20160170,BIA,IN,80,2016,sector_impute_pending,NA,NA,NA,NA,NA,Pokagon Band Potawatomi Fee-to-Trust Tribal Village. Mid-size tribal residential + community development.,low,TRUE,Tribal-village-development (~$80M),South Bend IN. Pokagon Band.
20160178,BLM,CO,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,Previously Issued Oil and Gas Leases in White River NF. Lease validity reanalysis. No new authorization.,high,FALSE,NA,RECLASSIFY (ii). Lease reanalysis.
20160180,FERC,TX,10000,2019,web_imputed,NA,NA,NA,NA,NA,Golden Pass LNG Export Project. ExxonMobil + Qatar Petroleum. 18 mtpa. Construction ~$10B+.,high,FALSE,NA,Sabine Pass TX. ExxonMobil/Qatar Energy. First LNG late 2025/2026.
20160181,FERC,OH,4200,2018,web_imputed,NA,NA,NA,NA,NA,Rover Pipeline. Energy Transfer. 713-mi WV/PA/OH/MI. ~$4.2B project.,high,FALSE,NA,Energy Transfer Rover. In service 2018.
20160183,USFS,CO,20,2016,sector_impute_pending,NA,NA,NA,NA,NA,Arapahoe Basin Ski Area Projects. White River NF. Modest resort capex.,low,TRUE,Ski-resort-on-mountain-mod (~$20M),Summit County CO. A-Basin.
20160194,FAA,AK,40,2016,sector_impute_pending,NA,NA,NA,NA,NA,"Angoon Airport Project. New ~3,300-ft rural airport. Tongass NF. FAA AK Region.",low,TRUE,Rural-airport-greenfield (~$40M),Angoon AK. ADOT.
20160203,FERC,OH,1600,2017,web_imputed,NA,NA,NA,NA,NA,Leach XPress + Rayne XPress Expansions. Columbia Gas Transmission. ~$1.6B total program.,medium,FALSE,NA,OH/WV/VA. TC Energy/Columbia.
20160216,HUD,NY,700,2016,web_imputed,NA,NA,NA,NA,NA,"Lambert Houses Redevelopment Bronx. ~1,665 units replacement + new mixed-use. Phipps Houses. ~$700M+.",medium,FALSE,NA,Bronx NY. HUD HOPE / mixed-finance.
20160223,DOE,LA,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Magnolia LNG + Lake Charles Expansion EIS (20150325).,high,FALSE,NA,Adoption <e2><80><94> primary FERC.
20160225,BR,NM,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,"Continued Implementation of 2008 Operating Agreement for the Rio Grande Project. Operational agreement, no construction.",high,FALSE,NA,RECLASSIFY (ii). Operational agreement.
20160229,DOE,ID,1650,2016,web_imputed,NA,NA,NA,NA,NA,Recapitalization of Infrastructure Supporting Naval Spent Nuclear Fuel Handling. NRF Idaho. Spent Fuel Handling Recap Project ~$1.65B.,medium,FALSE,NA,"Naval Reactors Facility, INL ID. DOE-NNPP."
20160236,FAA,OR,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of Oregon Military Training Airspace EIS.,high,FALSE,NA,Adoption.
20160241,BLM,WA,50,2016,sector_impute_pending,NA,NA,NA,NA,NA,Vantage to Pomona Heights 230kV Transmission. PSE ~70-mi 230kV.,low,TRUE,230kV-transmission (~$50M for 70 mi),Yakima WA area. Puget Sound Energy.
20160245,BR,MT,58,2016,web_imputed,NA,NA,NA,NA,NA,Lower Yellowstone Intake Diversion Dam Fish Passage. USACE/BR ~$58M federal project.,high,FALSE,NA,Glendive MT. Pallid sturgeon fish passage.
20160270,FTA,WA,3100,2016,web_imputed,NA,NA,NA,NA,NA,Federal Way Link Extension. Sound Transit ~7.8-mi LRT extension. ~$3.1B.,high,FALSE,NA,King County WA. Sound Transit. Opens 2026.
20160273,FHWA,FL,80,2016,sector_impute_pending,NA,NA,NA,NA,NA,SR 87 Connector Florida. FDOT new arterial Panhandle.,low,TRUE,New-arterial-rural (~$80M),Santa Rosa County FL. FDOT.
20160276,FRA,MD,6000,2016,web_imputed,NA,NA,NA,NA,NA,Baltimore Potomac Tunnel Replacement (NEC). Amtrak. New ~1.4-mi tunnel. ~$6B project (rose since).,high,FALSE,NA,Baltimore MD. Amtrak NEC Frederick Douglass Tunnel.
20160277,USCG,LA,1000,2016,sector_impute_pending,NA,NA,NA,NA,NA,Port Delfin Project Deepwater Port (FLNG). Delfin LNG. ~$1B+ project. FID still pending.,low,TRUE,Floating-LNG-deepwater (~$1B),Cameron Parish LA offshore. Delfin LNG.
20160279,BOEM,LA,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,OCS Oil and Gas Leasing Program 2017-2022. Programmatic 5-year plan.,high,FALSE,NA,RECLASSIFY (ii). Programmatic 5-year plan.
20160289,FERC,OH,2600,2017,web_imputed,NA,NA,NA,NA,NA,NEXUS Gas Transmission + Texas Eastern Appalachian Lease. ~257-mi 36-in OH/MI. ~$2.6B.,high,FALSE,NA,Enbridge + DTE. In service 2018.
20160293,NPS,VA,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,NPS adoption of FTA Potomac Yard Metro EIS (20160133).,high,FALSE,NA,Adoption <e2><80><94> primary FTA.
20160300,BIA,CA,500,2016,web_imputed,NA,NA,NA,NA,NA,Wilton Rancheria Fee-to-Trust + Casino. Mid-size tribal casino. ~$500M project.,medium,FALSE,NA,Sacramento County CA. Wilton Rancheria.
20160308,USFS,WY,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,Oil and Gas Leasing in Wyoming Range Bridger-Teton NF. Lease cancellation analysis. No development authorized.,high,FALSE,NA,RECLASSIFY (ii). Lease decision.
20160309,BOEM,AK,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,Cook Inlet Planning Area OCS Lease Sale 244. Lease sale EIS only <e2><80><94> no specific project.,high,FALSE,NA,RECLASSIFY (ii). Lease sale.
20160318,BR,CA,17000,2016,web_imputed,NA,NA,NA,NA,NA,Bay Delta Conservation Plan / California WaterFix (twin tunnels). DWR/BR. ~$17B project. Withdrawn by Newsom 2019 but FEIS issued.,high,FALSE,NA,Sacramento-San Joaquin Delta CA. DWR. Cancelled but FEIS issued <e2><80><94> exposure attributable.
20160065,WAPA,CA,324,2016,web,https://www.wapa.gov/about-wapa/regions/sn/san-luis-transmission-project/,WAPA San Luis Transmission Project,wapa.gov,2016,NA,Current project cost estimate is $323.5 million. 85-mi 230-kV Tracy to San Luis/O'Neill/Dos Amigos.,high,FALSE,NA,H-1 audit addition. WAPA + Duke-American Transmission JV. Westlands Solar support.
20160083,USACE,TX,200,2016,sector_impute_pending,NA,NA,NA,NA,NA,USACE Section 404 permitting for surface coal and lignite mining. East Texas. Sector imputation for mid-size coal/lignite operation.,low,TRUE,Coal-lignite-mine-mid (~$200M),H-1 audit addition. USACE Galveston District.
20160157,USN,WA,500,2016,sector_impute_pending,NA,NA,NA,NA,NA,Bangor Naval Base Land-Water Interface + Service Pier Extension. Major submarine-support pier MILCON.,low,TRUE,Major-naval-pier-MILCON (~$500M),H-1 audit addition. USN Bangor WA (Trident submarine base).
20160233,USMC,CA,400,2016,sector_impute_pending,NA,NA,NA,NA,NA,Santa Margarita River Conjunctive Use. Camp Pendleton water infrastructure (groundwater + surface use coordination). Mid-size water project.,low,TRUE,Military-water-infrastructure (~$400M),H-1 audit addition. USMC Camp Pendleton CA.
20160189,BLM,WY,122,2016,web,https://www.energyfuels.com/sheep-mountain-project/,Sheep Mountain Project,Energy Fuels Inc.,2016,NA,Sheep Mountain Uranium PFS: planned total project capex $122.4 million (pre-2022 update; later raised to $152.6M in July 2022 PFS revision).,medium,FALSE,NA,"H-1 Round 2 audit addition. Energy Fuels in-situ recovery uranium, Fremont County WY. Use FEIS-era PFS estimate."
20160207,USACE,NY,615,2016,web,https://www.nan.usace.army.mil/Portals/37/docs/civilworks/projects/ny/coast/StatenIsland/SOUTH%20SHORE%20STAT%20UPDATE/9_AppenIV_FinalCosts.pdf,South Shore of Staten Island Final Costs Appendix,USACE New York District,2016,NA,South Shore Staten Island CSRM: engineering & design estimate $559.7M; current estimate $615M (October 2025 city council mention of $1.7B reflects scope/inflation creep post-FEIS).,high,FALSE,NA,H-1 Round 2 audit addition. Use FEIS-era $615M estimate; treated as mixed via USACE civil-works funding-source hint.
