eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20220113,FTA,IL,5750,2022,web,https://www.constructiondive.com/news/chicago-red-line-transit-extension-groundbreaking/818707/,Chicago breaks ground on $5.7B Red Line transit extension,constructiondive.com,2026-04,NA,"The 5.6-mile, $5.75 billion project will move the Red Line's south end from 95th to 130th Street.",high,FALSE,NA,CTA Red Line Extension. $1.9B BIL FTA New Starts. 4 new stations + rail yard.
20220124,FERC,KY,200,2022,sector_impute_pending,NA,NA,NA,NA,NA,Texas Gas Henderson County Expansion <e2><80><94> 24-mile 20-inch pipeline serving 220 MMcf/d to CenterPoint AB Brown plant. Cost not published.,low,TRUE,Mid-size FERC pipeline $/mile (~$8M/mile <c3><97> 24 mi),NA
20220126,FERC,CA,450,2022,web,https://www.asce.org/publications-and-news/civil-engineering-source/civil-engineering-magazine/article/2023/05/construction-begins-on-removal-of-4-klamath-river-dams,Construction begins on removal of 4 Klamath River dams,asce.org,2023,NA,The project's total budget is $450 million.,high,FALSE,NA,"Klamath dam removal (4 dams). Largest dam removal project in US history. Note: this is removal capex, not new generation."
20220127,UDOT,UT,729,2023,web,https://www.ksl.com/article/50684958/udot-moves-forward-with-gondola-buses-and-tolling-for-little-cottonwood-canyon,"UDOT moves forward with gondola, buses and tolling for Little Cottonwood Canyon",ksl.com,2023,NA,the agency says it is now expected to cost $729 million.,medium,FALSE,NA,Little Cottonwood Canyon SR-210. Gondola Alternative B + enhanced bus + tolling. Phased.
20220134,FERC,LA,11000,2022,web,https://www.offshore-energy.biz/11-billion-us-lng-project-in-louisiana-bags-final-ferc-approval-ahead-of-fid/,$11 billion US LNG project in Louisiana bags final FERC approval ahead of FID,offshore-energy.biz,2022,NA,Commonwealth LNG's phase 1 development is forecast to bring an investment of more than $11 billion to Louisiana.,high,FALSE,NA,9.5 Mtpa liquefaction facility on Calcasieu Ship Channel. $4B original budget; $11B current.
20220135,FERC,LA,1500,2022,sector_impute_pending,NA,NA,NA,NA,NA,Driftwood Line 200/300. 69 miles 42-inch pipelines + 211k HP Indian Bayou compressor station. Supplies Woodside LNG.,low,TRUE,Large-FERC-pipeline+compressor (~$20M/mile <c3><97> 69 mi + $100M compressor),Connected to Woodside Driftwood LNG facility.
20220145,FHWA,SC,1500,2022,web,https://abcnews4.com/news/local/scdot-looks-for-more-comments-on-i-526-east-lowcountry-corridor-project-estimated-at-4b-wciv,I-526 Lowcountry Corridor West,abcnews4.com,2022,NA,"For the I-526 West project, the highway project is $1.5 billion dollars.",high,FALSE,NA,I-526 Lowcountry Corridor West portion. Full $7B program also includes East ($4B).
20220149,FERC,MO,287,2022,web,https://www.gem.wiki/Spire_STL_Pipeline,Spire STL Pipeline - Global Energy Monitor,gem.wiki,2022,NA,the pipeline's construction ultimately cost $287 million.,high,FALSE,NA,FERC reissued permanent certificate Dec 2022. 65-mile 24-inch pipeline.
20220152,USCG,ND,300,2022,sector_impute_pending,NA,NA,NA,NA,NA,BNSF Bridge 196.6 Missouri River replacement (Bismarck-Mandan). Replacing 1880s bridge. Major rail bridge build.,low,TRUE,Major-rail-bridge-replacement (~$300M),USCG-led EIS as bridge over navigable water. Private BNSF capex.
20220155,BOEM,AK,50,2022,web_imputed,https://www.boem.gov/oil-gas-energy/leasing/lease-sale-258,Cook Inlet Lease Sale 258,boem.gov,2022,NA,"Sale generated one bid for one tract ($63,983, Hilcorp Alaska). No development plan finalized.",low,TRUE,Lease-sale-with-minimal-uptake-low (~$50M placeholder),EIS for OCS lease offering. Actual capex commitment minimal <e2><80><94> only one bid received.
20220176,FERC,ID,75,2022,web,https://undergroundinfrastructure.com/news/2024/april/ferc-approves-tc-energys-northwest-xpress-gas-pipeline-expansion-despite-opposition,FERC approves TC Energy's Northwest Xpress gas pipeline expansion,undergroundinfrastructure.com,2024-04,NA,The cost of the expansion project is approximately $75 million.,high,FALSE,NA,Gas Transmission Northwest pipeline expansion. 150 MMcf/d capacity increase via 3 compressor station mods.
20220177,DOE,LA,0,2022,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Commonwealth LNG EIS (20220134).,high,FALSE,NA,Duplicate. Project capex counted under 20220134.
20220181,TVA,TN,2100,2023,web,https://www.publicpower.org/periodical/article/tva-retire-coal-fired-power-plant-construct-1450-mw-combined-cycle-natural-gas-plant,"TVA to Retire Coal-Fired Power Plant, Construct 1,450-MW Combined-Cycle Natural Gas Plant",publicpower.org,2023,NA,"TVA approved replacement generation with 1,450-MW combined cycle gas plant. ENR previously reported TVA Cumberland multi-billion-dollar.",medium,FALSE,NA,Cumberland Fossil Plant Retirement EIS. Replacement plant cost ~$2.1B (per Cumberland coverage). Pipeline (20230083) is separate $225M.
20220186,TVA,TN,100,2022,web,https://thelynchburgtimes.com/moore-county-solar-farm/,Tiny Moore County earns $100 million plus solar farm investment,thelynchburgtimes.com,2022,NA,an over $100 million investment in renewable energy <e2><80><94> the largest solar project ever announced in the state of Tennessee.,medium,FALSE,NA,200 MW solar PV in Moore County. Silicon Ranch developer; TVA PPA.
20220189,USACE,CA,90,2022,web,https://www.cvwd.org/369/Thousand-Palms-Flood-Control-Project,Thousand Palms Flood Control Project,cvwd.org,2022,NA,the Thousand Palms Flood Control Program is a $90 million project currently underway.,high,FALSE,NA,"Coachella Valley Water District + USACE joint EIR/EIS. Levees, channels, sediment basin."
20220190,FERC,VA,500,2022,sector_impute_pending,NA,NA,NA,NA,NA,Virginia Electrification Project (Transco). Specific project cost not surfaced. Mid-size Transco expansion.,low,TRUE,Mid-size FERC pipeline expansion (~$500M),"Different project from later Southeast Supply Enhancement Project (2026, $1.53B)."
20220146,USN,HI,3600,2022,web,https://www.dvidshub.net/news/440192/navfac-pacific-awards-28-billion-contract-task-order-pearl-harbor-dry-dock-replacement,NAVFAC Pacific awards $2.8B contract <e2><80><94> Pearl Harbor Dry Dock,dvidshub.net,2022,NA,Dry Dock 3 replacement: $2.8B contract task order to Dragados/Hawaiian Dredging/Orion JV; Navy 5-yr plan estimates $3.6B for the dry dock project. Use $3.6B.,high,FALSE,NA,H-1 audit addition. Pearl Harbor Naval Shipyard SIOP. Largest naval-yard capex in panel.
20220089,USACE,SC,1300,2022,web,https://www.postandcourier.com/charleston_sc/charleston-seawall-battery-extension-pay/article_abb72d94-f524-4d90-a09f-a33f1e1132c9.html,"As Charleston's $1.3B seawall project moves forward, how will the city pay its $455M share?",Post and Courier,2022,NA,"Charleston Peninsula CSRM: 8-mile perimeter seawall + 4,000-foot offshore breakwater; total cost ~$1.3 billion (was $1.4B in earlier draft; ranged up to $2.2B in initial USACE draft).",high,FALSE,NA,H-1 Round 2 audit addition. Final feasibility report sent to Congress 2022.
20220193,FEMA,NY,0,2022,duplicate_of_other_eis,NA,NA,NA,NA,NA,ADOPTION--Rebuild by Design--Hudson River (RBD-HR). Underlying EIS already counted as 20170101 (HUD lead).,high,FALSE,NA,H-1 Round 2 audit addition. Cost = 0 because underlying project already at full cost in 2017 cohort.
