eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20230034,FERC,LA,500,2023,web,https://pgjonline.com/news/2024/april/enbridge-receives-approval-to-begin-service-on-louisiana-venice-gas-pipeline-project,Enbridge Receives Approval to Begin Service on Louisiana Venice Gas Pipeline Project,pgjonline.com,2024,NA,"the 3-mile, 36-inch Venice extension pipeline... would have a capacity of around 1.3 billion cubic feet per day and cost about $500 million.",high,FALSE,NA,Texas Eastern Venice Extension supplying Venture Global Plaquemines LNG.
20230036,FERC,NC,1500,2024,web_imputed,https://naturalgasintel.com/news/transco-gets-ferc-green-light-to-build-16-bcfd-southeast-natural-gas-supply-expansion/,Transco Approved to Build 55-Mile Southeast Supply Enhancement Pipeline,pgjonline.com,2026,NA,Southside Reliability Enhancement cost not specified; comparable Transco Southeast Supply Enhancement is $1.53B for 1.6 Bcf/d expansion.,low,TRUE,Transco-comparable-project ($1.53B for similar scale),"Compressor station additions + pipeline modifications for 423,400 Dth/d capacity."
20230040,FERC,MN,120,2023,web_imputed,https://ifrf.net/combustion-industry-news/three-rivers-energy-center-begins-operation-in-illinois-using-ge-gas-turbine-technology/,Northern Natural Gas Northern Lights expansion phase,ferc.gov,2023,NA,Northern Lights 2023 specific cost not stated; prior Zone EF phase was $120.5M.,low,TRUE,Prior-phase-comparable ($120M),Northern Natural Gas mainline expansion.
20230043,USAF,WY,1600,2023,web,https://cowboystatedaily.com/2023/03/25/ramping-up-the-nukes-wyoming-to-house-100s-of-new-generation-intercontinental-nuclear-missiles/,Ramping Up The Nukes: Wyoming To House 100s Of New-Generation ICBMs,cowboystatedaily.com,2023,NA,$1.6 billion has been earmarked for F.E. Warren for work on the project the following year.,medium,FALSE,NA,F.E. Warren AFB Sentinel deployment site. Larger Sentinel program $140.9B; this is per-base allocation.
20230049,FERC,ND,75,2023,web,https://www.wbienergy.com/wbi-energy-eastern-north-dakota-natural-gas-pipeline-expansion-approved/,WBI Energy's Eastern North Dakota Natural Gas Pipeline Expansion Project Approved by FERC,wbienergy.com,2023-10,NA,The expansion is expected to cost approximately $75 million.,high,FALSE,NA,60 miles 12-inch pipeline + ancillary; 20 MMcf/d capacity.
20230073,USACE,TX,100,2024,sector_impute_pending,NA,NA,NA,NA,NA,Harris Reservoir specific cost not surfaced; likely Harris County (TX) reservoir or related water project. Mid-size USACE reservoir study ~$100M.,low,TRUE,USACE-reservoir-median (small/mid-size ~$100M),NA
20230106,USFS,MN,60,2023,web,https://www.saminfo.com/news/sam-headline-news/lutsen-pumps-brakes-on-60-million-expansion,Lutsen Pumps Brakes on $60 Million Expansion,saminfo.com,2023,NA,The proposed expansion was valued at $60 million.,high,FALSE,NA,Expansion was DENIED by USFS in Dec 2023. EIS-stage NEPA review still counts for exposure measure.
20230107,NRC,TN,5400,2024,web,https://www.constructiondive.com/news/bechtel-energy-builders-tennessee-reactor-tva/738432/,"Bechtel, energy builders win Tennessee small modular reactor contract",constructiondive.com,2024,NA,The total cost of the build could reach $5.4 billion.,medium,FALSE,NA,TVA Clinch River BWRX-300 SMR (300 MW). First US SMR construction permit application.
20230118,FHWA,IN,2500,2024,web_imputed,https://midstatescorridor.com/feis/,Mid-States Corridor FEIS,midstatescorridor.com,2024,NA,54-mile new-build highway connecting I-69 and I-64. Cost not stated; typical new interstate ~$30-50M/mile.,low,TRUE,Highway $/mile (~$45M/mile new interstate <c3><97> 54 mi),INDOT/RDA Tier 1 EIS.
20230119,BLM,NV,147,2023,web,https://silverelef.com/project/gibellini-vanadium/,Gibellini Vanadium Project - Silver Elephant Mining,silverelef.com,2023,NA,Initial capital cost is $147 million.,high,FALSE,NA,First US primary vanadium mine. 50% of US vanadium demand.
20230123,FERC,VA,1530,2024,web_imputed,https://www.ogj.com/pipelines-transportation/pipelines/article/14301768/williams-gets-ferc-approval-for-three-pipeline-expansions,Williams gets FERC approval for three pipeline expansions,ogj.com,2024,NA,Virginia Reliability cost not specified; comparable Transco Southeast Supply Enhancement at $1.53 billion.,low,TRUE,Transco-Southeast-Supply-Enhancement-comparable ($1.53B),49.2-mile 12-inch <e2><86><92> 24-inch replacement + Emporia compressor upgrade.
20230124,FHWA,LA,2300,2024,web,https://www.equipmentworld.com/roadbuilding/article/15824487/louisiana-begins-i10-calcasieu-bridge-project,Louisiana Begins $2.3B Replacement of I-10 Calcasieu Bridge,equipmentworld.com,2024,NA,"The I-10 Calcasieu River Bridge Replacement is a $2.3 billion project, the largest transportation infrastructure investment in Louisiana's history.",high,FALSE,NA,6 travel lanes + 2 auxiliary; replacing 1952 bridge.
20230147,BLM,NV,1000,2023,web,https://www.barrick.com/English/news/news-details/2023/goldrush-mine-gets-go-ahead/default.aspx,Goldrush Mine Gets Go-Ahead,barrick.com,2023-12-08,NA,NGM anticipates spending a total of about $1 billion to get to production.,high,FALSE,NA,Barrick/Newmont JV. Underground gold mine at Cortez Complex. 400Koz/yr by 2028.
20230151,FHWA,AR,1260,2024,web_imputed,https://future57.transportationplanroom.com/feis-and-rod,Future I-57 Walnut Ridge to Missouri ROD,future57.transportationplanroom.com,2024,NA,"42-mile, four-lane Interstate. Cost not specified; typical new rural 4-lane interstate ~$30M/mile.",low,TRUE,Rural-interstate $/mile (~$30M <c3><97> 42 mi),NA
20230162,USAF,FL,275,2024,web,https://www.fox13news.com/news/inside-macdills-275m-upgrade-how-new-kc-46-will-replace-aging-kc-135-fleet-after-tragic-crash,Inside MacDill's $275M upgrade: How the new KC-46 will replace aging KC-135 fleet,fox13news.com,2024,NA,The military is spending $275 million to accommodate the new planes.,high,FALSE,NA,"MacDill AFB KC-46A ADAL Hangars 1, 4, 5. Receiving 24 KC-46 Pegasus."
20230178,BOEM,NY,1500,2023,web,https://www.utilitydive.com/news/interior-approval-sunrise-wind-offshore-orsted-eversource/711420/,Interior Department approves 924-MW Sunrise Wind project offshore New York,utilitydive.com,2024,NA,924-MW Sunrise Wind project. USD 1.5 billion project per industry data.,high,FALSE,NA,Original BOEM Sunrise Wind EIS. DOE adoption (20240171) is duplicate of this.
20230071,FAA,AR,0,2023,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of USAF Ebbing FMS PTC EIS (20230013).,high,FALSE,NA,Duplicate. Project capex counted under 20230013.
20230095,DOE,CA,0,2023,reclassified_to_ii,NA,NA,NA,NA,NA,"DOE Civil Nuclear Credit program EIS adoption <e2><80><94> operational/regulatory program, not new capex. Should be category (ii).",high,FALSE,NA,TODO: classifier rule to catch 'Civil Nuclear Credit' as operational program.
20230111,DOE,LA,0,2023,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC CP2 LNG and CP Express EIS (20230092).,high,FALSE,NA,Duplicate. Project capex counted under 20230092.
20230130,DOE,NV,2260,2024,web,https://www.mining.com/lithium-americas-gets-record-2-26-billion-loan-for-thacker-pass/,Lithium Americas gets record $2.26 billion loan for Thacker Pass,mining.com,2024-03-15,NA,"$2.26 billion loan to Lithium Americas Corp's subsidiary, Lithium Nevada Corp.",high,FALSE,NA,Thacker Pass lithium mine. Original BLM EIS pre-2023; this is DOE loan-program adoption. Treating as solo since original not in our 2023 set. Project total est $2.93B.
20230164,FAA,ID,5,2023,low_cost_pending,NA,NA,NA,NA,NA,"Mountain Home AFB airspace optimization for readiness <e2><80><94> military airspace boundary changes, no construction capex.",low,TRUE,Military-airspace-change-typical (~$5M admin/charting),FAA adoption of USAF airspace EIS. Minimal capex.
20230048,GSA,MD,300,2023,sector_impute_pending,NA,NA,NA,NA,NA,U.S. FDA Muirkirk Road Campus Master Plan. GSA + FDA infrastructure planning for Beltsville campus.,low,TRUE,Federal-campus-master-plan (~$300M),H-1 audit addition. GSA Maryland.
