eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20190153,TVA,TN,0,2019,reclassified_to_ii,NA,NA,NA,NA,NA,TVA 2019 Integrated Resource Plan. Programmatic plan / resource portfolio. No site-specific authorization or construction.,high,FALSE,NA,RECLASSIFY (ii). Classifier already excludes 'IRP' but needs to catch 'integrated resource plan' phrasing.
20190156,VA,CA,0,2019,duplicate_of_other_eis,NA,NA,NA,NA,NA,VA adoption of FTA Westside Subway Extension EIS.,high,FALSE,NA,Adoption <e2><80><94> primary EIS attributed to FTA (not in our (i) set).
20190165,BR,OR,0,2019,duplicate_of_other_eis,NA,NA,NA,NA,NA,BR adoption of FERC Swan Lake North Pumped Storage EIS (20180333).,high,FALSE,NA,Adoption <e2><80><94> primary EIS attributed to FERC.
20190167,BLM,NV,300,2019,sector_impute_pending,NA,NA,NA,NA,NA,Deep South Expansion Project. Cortez Hills underground expansion (Nevada Gold Mines). Underground mining capex.,low,TRUE,Underground-gold-mine-expansion (~$300M),Lander County NV. Nevada Gold Mines (Barrick + Newmont JV).
20190175,USACE,TX,185,2019,web,https://www.swg.usace.army.mil/Portals/26/docs/Planning/Brazos%20River%20Floodgates%20Sediment%20Management.pdf,USACE Brazos River Floodgates GIWW,swg.usace.army.mil,2019,NA,Total project cost approx $185M for floodgate replacement at GIWW Brazos crossing.,high,FALSE,NA,USACE Galveston District. Texas Gulf Intracoastal Waterway navigation.
20190197,FHWA,NV,182,2019,web,https://www.nevadadot.com/projects-programs/road-projects/spaghetti-bowl-reno,NDOT Spaghetti Bowl Reno,nevadadot.com,2019,NA,$182 million Phase 1 I-80/I-580/US 395 freeway interchange improvement.,high,FALSE,NA,Reno NV. NDOT 'Spaghetti Bowl' Phase 1.
20190199,FHWA,AL,3500,2024,web,https://www.al.com/news/mobile/2024/03/35-billion-mobile-bay-bridge-and-bayway-project-gets-final-federal-environmental-approval.html,$3.5 billion Mobile Bay bridge and Bayway project,al.com,2024-03,NA,$3.5 billion project for the I-10 Mobile River Bridge and Bayway widening.,high,FALSE,NA,ALDOT. I-10 Mobile River bridge + Bayway over Mobile Bay.
20190202,FAA,AK,0,2019,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of USAF Modernization and Enhancement of Ranges EIS.,high,FALSE,NA,Adoption <e2><80><94> primary EIS attributed to USAF.
20190203,FHWA,NY,1220,2019,web,https://www.dot.ny.gov/portal/page/portal/regional-offices/region11/projects/repository/X729.31-FactSheet.pdf,NYSDOT Van Wyck Expressway Project Fact Sheet,dot.ny.gov,2019,NA,$1.22B Van Wyck Expressway Capacity & Access Improvement Project.,high,FALSE,NA,Queens NY. AirTrain access to JFK. NYSDOT + Port Authority.
20190207,USACE,TX,350,2019,web_imputed,https://planning.erdc.dren.mil/toolbox/library/chiefreports/matagordashipchannel-2019.pdf,Matagorda Ship Channel Improvement Chief's Report,usace.army.mil,2019,NA,Average annual cost $15.9M; BCR 2.26. Implied first-cost ~$300-400M at applicable discount rate.,low,TRUE,Ship-channel-deepening-major (~$350M),Port Lavaca/Point Comfort TX. Calhoun Port Authority NFS. Deepen to -49 ft.
20190227,BLM,AK,1000,2019,web_imputed,NA,NA,NA,NA,NA,ANWR Coastal Plain Oil and Gas Leasing Program. Initial leasing 2021 + 2024 voided. Conservative attribution of pre-development infrastructure exposure.,low,TRUE,ANWR-leasing-initial-infrastructure (~$1B),"Arctic NWR 1002 Area, AK. Most leases since cancelled. Lower-bound attribution."
20190233,BLM,CA,1000,2020,web_imputed,https://www.solarpowerworldonline.com/2020/02/first-solar-completes-financing-construction-start-on-desert-quartzite-and-american-kings-solar-projects/,First Solar Desert Quartzite + American Kings construction start,solarpowerworldonline.com,2020,NA,300 MWac Desert Quartzite Solar; First Solar developer. Utility-scale ~$3-4M/MWac <e2><89><88> ~$1B.,medium,TRUE,Utility-solar-greenfield (~$1B for 300 MWac),Riverside County CA. First Solar.
20190236,USACE,TX,490,2019,web,https://www.utrwd.com/lake-ralph-hall,Upper Trinity Regional Water District Lake Ralph Hall,utrwd.com,2019,NA,$490 million Lake Ralph Hall Regional Water Supply Reservoir Project.,high,FALSE,NA,Fannin County TX. UTRWD. Bois d'Arc tributary impoundment.
20150082,BR,CA,0,2019,reclassified_to_ii,NA,NA,NA,NA,NA,"Long-term Water Transfers (BR/SLDMWA). North-to-south CVP water transfers via cropland idling / groundwater substitution. Operational, no construction.",high,FALSE,NA,RECLASSIFY (ii). Add 'water transfers' pattern to classifier.
20190247,BR,CA,0,2020,duplicate_of_other_eis,NA,NA,NA,NA,NA,"Duplicate of 20150082 Long-Term Water Transfers. Same program, re-noticed.",high,FALSE,NA,Same project as 20150082 <e2><80><94> also reclassified (ii) if not duplicate.
20190249,FHWA,OR,0,2019,no_cost_found_web,https://www.salemrivercrossing.org/,Salem River Crossing <e2><80><94> No Build ROD,salemrivercrossing.org,2019,NA,ODOT/FHWA selected the No Build Alternative. No construction authorized.,high,FALSE,NA,Salem OR. Process ended with No Build <e2><80><94> but EIS still consumed real review resources. Counted at $0 capex.
20190257,RUS,WI,492,2019,web,https://www.tdworld.com/overhead-transmission/article/21164414/atc-total-cost-of-cardinal-hickory-creek-project-as-of-march-31-totaled-about-925m,ATC Cardinal-Hickory Creek Total Cost,tdworld.com,2021,NA,Approved total project cost of about $492.2M. Later climbed to ~$541M.,high,FALSE,NA,102-mi 345 kV Iowa-Wisconsin. ATC/Dairyland/ITC Midwest JV. RUS lead.
20190259,BR,CA,0,2019,reclassified_to_ii,NA,NA,NA,NA,NA,Mendota Pool Group 20-Year Exchange Program. Water exchange contract <e2><80><94> operational. No new infrastructure.,high,FALSE,NA,"RECLASSIFY (ii). 'Exchange program' pattern <e2><86><92> ops, not capex."
20190271,USACE,CA,300,2019,web,https://water.ca.gov/Programs/Flood-Management/Flood-Projects/Lower-Elkhorn-Basin,DWR Lower Elkhorn Basin Levee Setback Project,water.ca.gov,2019,NA,Anticipated to cost approximately $300 million. 7 mi setback levees.,high,FALSE,NA,Yolo/Sacramento Bypasses CA. DWR + USACE + CVFPB.
20190275,USFS,CA,65,2019,web,https://snowbrains.com/palisades-tahoe-base-to-base-gondola-completed-next-winter/,Palisades Tahoe Base-to-Base Gondola,snowbrains.com,2022,NA,$65 million Base-to-Base Gondola at Palisades Tahoe.,high,FALSE,NA,Squaw Valley/Alpine Meadows (Palisades Tahoe). Placer County CA. Tahoe NF.
20190276,FERC,OR,10000,2019,web_imputed,https://www.opb.org/article/2021/12/01/jordan-cove-pipeline-terminal-project-abandoned-by-developers/,Jordan Cove project abandoned,opb.org,2021-12-01,NA,LNG terminal + 229-mi Pacific Connector pipeline. Multiple sources cite ~$10B all-in. Cancelled Dec 2021.,low,TRUE,Large-LNG-terminal+pipeline (~$10B),Coos Bay OR. Pembina. Cancelled Dec 2021 but FEIS issued <e2><80><94> exposure attributable.
20190296,USFS,CA,50,2019,sector_impute_pending,NA,NA,NA,NA,NA,Omya Sentinel & Butterfield Quarry Expansion (calcium carbonate). 95 acres new ground over 40 years. San Bernardino NF.,low,TRUE,Quarry-expansion-modest (~$50M),San Bernardino NF CA. Omya. 954-acre unpatented placer claims.
20190298,FDOT,FL,200,2019,sector_impute_pending,https://fdotews1.dot.state.fl.us/NorthwestFloridaRoads/projects/410981-2,FDOT Gulf Coast Parkway,fdotews1.dot.state.fl.us,2019,NA,30+ miles new 4-lane parkway Bay-Gulf County. Phase 2 alone ~$16M (1.4 mi). Full corridor estimate.,low,TRUE,New-arterial-highway-rural (~$200M for 30 mi),Bay + Gulf Counties FL. FDOT.
20190300,BIA,NV,300,2019,web_imputed,https://arevonenergy.com/news/releases/arevon-completes-eagle-shadow-mountain-solar-power-plant-in-clark-county-nevada/,Arevon Completes Eagle Shadow Mountain Solar,arevonenergy.com,2021,NA,300 MW solar on Moapa River Indian Reservation. Utility-scale ~$1M/MW <e2><89><88> ~$300M.,medium,TRUE,Utility-solar-tribal-land (~$1M/MW),Clark County NV. Moapa Band of Paiutes / Arevon (8minutenergy). BIA lead.
20190302,BLM,NV,1100,2020,web,https://www.businesswire.com/news/home/20200511005974/en/BLM-and-DOI-Issue-Final-Record-of-Decision-for-Milestone-690MW-Gemini-Solar-and-Battery-Storage,BLM ROD 690MW Gemini Solar + Battery Storage,businesswire.com,2020-05-11,NA,$1.1B per 2020 record of decision (rose to $1.2B by 2022). 690 MW + 380 MW storage.,high,FALSE,NA,Clark County NV. Quinbrook / Primergy. Powers Google data center.
20190023,OSM,NM,50,2019,sector_impute_pending,NA,NA,NA,NA,NA,San Juan Mine Deep Lease Extension Mining Plan Modification. Lease extension + mine plan modification at operating coal mine.,low,TRUE,Coal-mine-extension-small (~$50M),H-1 audit addition. OSM New Mexico (Four Corners area).
20190149,OSM,UT,0,2019,duplicate_of_other_eis,NA,NA,NA,NA,NA,OSM adoption <e2><80><94> Alton Coal Tract Lease by Application.,high,FALSE,NA,H-1 audit addition. Adoption.
20190200,BR,CA,500,2019,sector_impute_pending,NA,NA,NA,NA,NA,"B.F. Sisk Dam Safety of Dams MODIFICATION Project. Structural seismic upgrade + raise, not inspection. Mid-size dam-modification capex.",low,TRUE,Major-dam-structural-modification (~$500M),"L-6 audit addition (was excluded by dam_safety regex; fixed for 'modification'/'structural' keywords). BR Sisk Dam, San Luis Reservoir CA."
