eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes,naics_code,naics_label,naics_reason,title
20240100,BLM,ID,1200,2024,web_imputed,https://en.wikipedia.org/wiki/Lava_Ridge_Wind_Project,"Lava Ridge Wind Project (final 241 turbines, ~500-600 MW; imputed from $/MW)",imputed-from-comparable-projects,2024,NA,"Cost not directly stated; final design 241 turbines, est. 500-600 MW total; onshore wind capex ~$2M/MW.",low,TRUE,Onshore-wind-median ($2M/MW x 600 MW),Final EIS issued in 2024; project later cancelled in 2025 by DOI. EIS exposure still applies.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Lava Ridge Wind Project Final Environmental Impact Statement
20240115,USCG,TX,2100,2024,web,https://constructionreviewonline.com/sentinel-midstream-texas-gulflink-2-1-billion-deepwater-vlcc-port-commences-construction/,Sentinel Midstream Texas GulfLink $2.1 Billion Deepwater VLCC Port Commences Construction,constructionreviewonline.com,2026,NA,Sentinel Midstream announced... a $2.1 billion deepwater export terminal to be located about 30 miles off the coast of Freeport.,high,FALSE,NA,NA,211,Oil & gas extraction,oil & gas extraction,Texas Gulflink Deepwater Port License Application
20240126,USFS,OR,40,2024,sector_impute_pending,NA,NA,NA,NA,NA,Powder River Mining <e2><80><94> 20 exploration Plans of Operation across ~150K acres. Exploration capex per plan typically $1-10M; aggregate ~$40M (20 plans <c3><97> ~$2M average). Production-stage capex would require separate development EIS.,low,TRUE,Multi-plan-exploration-aggregate (~$40M for 20 plans),Wallowa-Whitman NF OR. Multiple junior operators. RESOLVED 2026-06-01.,212,Mining (except oil & gas),mining / mineral extraction,Powder River Mining
20240129,BLM,NV,2330,2024,web,https://www.powermag.com/2-33-billion-solar-plus-storage-project-set-in-nevada/,$2.33 Billion Solar-Plus-Storage Project Set in Nevada,powermag.com,2024,NA,"BLM approves NV Energy's Greenlink West transmission, Arevia's $2.3B solar + storage project.",high,FALSE,NA,"700 MW solar + 700 MW BESS, Mineral County NV.",2211,Electric power generation/transmission/distribution,electricity generation / transmission,"Libra Solar, Review Period Ends: 08/ 26/2024, Contact: Melanie Hornsby 775-885-6024"
20240137,BOEM,MD,6000,2024,web,https://www.boem.gov/newsroom/press-releases/boem-approves-construction-and-operations-plan-maryland-offshore-wind,BOEM Approves Construction and Operations Plan for Maryland Offshore Wind Project,boem.gov,2024-12-03,NA,The $6 billion project is the nation's 10th commercial-scale offshore wind project to complete federal permitting.,high,FALSE,NA,"2,200 MW capacity. Alt estimate of $11.5B mentioned but $6B is more widely cited.",2211,Electric power generation/transmission/distribution,electricity generation / transmission,Maryland Offshore Wind
20240145,USFS,MT,370,2024,web_imputed,https://www.sec.gov/Archives/edgar/data/0000931948/000110465916161484/a16-22925_3ex99d4.htm,Stillwater Mining Co SEC filing,sec.gov,2016,NA,The East Boulder project was developed with an investment of $370 million.,low,TRUE,Original-project-development-cost-as-expansion-proxy,Expansion cost not separately disclosed; using original development cost as conservative proxy.,212,Mining (except oil & gas),mining / mineral extraction,"Stillwater Mining Company, East Boulder Mine Amendment 004 Expansion EIS, Review Period Ends: 09/10/ 2024, Contact: Robert Grosvenor 406-848-7375."
20240149,USACE,FL,1079,2024,web,https://www.dvidshub.net/news/478647/usace-chief-engineers-signs-tampa-harbor-navigation-improvement-study-report,USACE Chief of Engineers signs Tampa Harbor Navigation Improvement Study Report,dvidshub.net,2024-08-14,NA,"Based on October 2023 price levels, the estimated project first cost is $1,079,316,000.",high,FALSE,NA,First cost includes lands/easements. Recommended plan FY24 first cost $651M (alt).,488,Support activities for water transportation,water transportation infrastructure,Tampa Harbor Navigation Improvement Study Final Integrated General Reevaluation Report and Environmental Impact Statement
20240154,BLM,DC,0,2024,reclassified_to_ii,NA,NA,NA,NA,NA,"Utility-Scale Solar Energy Development Programmatic EIS <e2><80><94> programmatic plan amendment, not a specific project. Should be category (ii).",high,FALSE,NA,TODO: re-run classifier with rule to catch programmatic PEIS.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Utility-Scale Solar Energy Development PEIS
20240156,GSA,AK,180,2024,web,https://www.gsa.gov/about-us/gsa-regions/region-10-northwestarctic/region-10-newsroom/r10-press-releases/gsa-completes-environmental-review-on-new-alcan-port-of-entry-in-alaska-11122024,"GSA completes environmental review, moving forward on new Alcan port of entry in Alaska",gsa.gov,2024-11-12,NA,Officials estimate the project will cost between $170 million and $190 million.,high,FALSE,NA,Midpoint of $170-190M range.,236,Construction of buildings,federal construction / military beddown,"Alcan Land Port of Entry Expansion and Modernization Final Environmental Impact Statement Alcan, Alaska"
20240166,BLM,NV,996,2024,web,https://nevadacurrent.com/2025/01/17/doe-finalizes-nearly-1b-loan-for-contentious-nv-rhyolite-ridge-lithium-mine/,DOE finalizes nearly $1B loan for contentious NV Rhyolite Ridge lithium mine,nevadacurrent.com,2025-01-17,NA,Ioneer announced the closing of a $996 million loan from the U.S. Department of Energy.,medium,FALSE,NA,"DOE loan is for processing facility only, not the mine. Total project capex likely higher; using disclosed $996M loan as conservative anchor.",212,Mining (except oil & gas),mining / mineral extraction,"Rhyolite Ridge Lithium-Boron Mine Project, Review Period Ends: 10/21/ [[Page 77146]] 2024, Contact: Scott Distel 775-861-6476."
20240168,FTA,WA,5100,2024,web,https://www.theurbanist.org/2025/05/01/west-seattle-link-gains-federal-approval-to-enter-design-phase/,West Seattle Link Gains Federal Approval to Fully Enter Design Phase,theurbanist.org,2025,NA,"new cost estimate of $4.9-$5.3 billion in 2025 dollars... includes a 30% contingency, in alignment with FTA guidelines.",medium,FALSE,NA,Cost reduced from $6.2-6.5B baseline via cost-saving measures. Midpoint $5.1B.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,West Seattle Link Extension
20240171,DOE,NY,1500,2024,web,https://www.blackridgeresearch.com/project-profiles/all-about-sunrise-offshore-wind-farm-plant-mill-project-details-new-york-united-states-us,New York's Largest Offshore Wind Farm: Sunrise Wind,blackridgeresearch.com,2024,NA,The Sunrise Offshore Wind Farm is a USD 1.5 billion project set to generate 924 MW.,medium,FALSE,NA,"DOE adoption of BOEM EIS. Original BOEM EIS not in our 2024 set, so kept as solo filing.",2211,Electric power generation/transmission/distribution,electricity generation / transmission,Adoption--Sunrise Wind Project
20240178,BLM,NV,400,2024,web_imputed,https://www.blm.gov/press-release/blm-approves-robertson-mine-project-nevada,BLM approves Robertson Mine Project in Nevada,blm.gov,2024-11,NA,"Tier 2 asset (NGM definition: 10+ yr life, 250k+ oz/yr). 12-year life, 3 open pits, 1.0 Moz P&P reserves. Shared Cortez Mine infrastructure (370 of 415 employees) reduces capex vs. greenfield. Estimate ~$400M (greenfield Tier 2 typically $500M-$1B; brownfield with shared infra discounted).",low,TRUE,Brownfield-Tier-2-gold-mine-shared-infra (~$400M),Nevada Gold Mines (Barrick 61.5% + Newmont 38.5% JV). Lander County NV. RESOLVED 2026-06-01.,212,Mining (except oil & gas),mining / mineral extraction,Robertson Mine Project
20240180,FTA,NY,10000,2024,web,https://www.transportation.gov/briefing-room/us-department-transportation-announces-189-billion-loan-port-authority-new-york-and,US Department of Transportation Announces $1.89 Billion Loan to PANYNJ for the Midtown Bus Terminal Reconstruction,transportation.gov,2024,NA,the agency previously estimated... cost of the project is estimated at approximately $10 billion.,high,FALSE,NA,$1.89B TIFIA loan; total project $10B.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,Port Authority Bus Terminal Replacement Project
20240194,BLM,NV,600,2024,web_imputed,https://www.blm.gov/announcement/blm-approves-rough-hat-clark-solar-project,BLM approves Rough Hat Clark Solar Project,blm.gov,2025-01-16,NA,"400 MW solar PV + 700 MW BESS on 2,469 acres; cost not stated.",low,TRUE,Solar+BESS imputed: 400 MW @ $1M/MW + 700 MWh BESS @ ~$300/kWh,Imputed $400M solar + $200M storage = $600M.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Rough Hat Clark Solar Project
20240204,GSA,WA,240,2024,web,https://www.economicalliancesc.org/news-center/p/item/66721/building-local-capacity-for-the-lynden-&-sumas-land-ports-of-entry-modernization-projects,Building Local Capacity for the Lynden & Sumas Land Ports of Entry Modernization Projects,economicalliancesc.org,2024,NA,The Lynden and Sumas Land Ports of Entry Modernization Projects have a price tag of $350-$400M.,high,FALSE,NA,Two ports together: Lynden $95M + Sumas $145M = $240M (midpoints).,236,Construction of buildings,federal construction / military beddown,"Kenneth G. Ward (Lynden) and Sumas Land Ports of Entry Modernization and Expansion Projects Lynden and Sumas, Washington"
20240207,USCG,WA,323,2024,web,https://gcaptain.com/seattle-to-receive-323m-to-expand-us-icebreaker-base-for-polar-security-cutters/,Seattle to Receive $323m to Expand US Icebreaker Base for Polar Security Cutters,gcaptain.com,2024,NA,The U.S. Coast Guard Commandant confirmed a $323 million figure for expansion and modernization of the base.,high,FALSE,NA,Whiting-Turner contract $137M is the first phase of total $323M.,236,Construction of buildings,federal construction / military beddown,"Expansion and Modernization of Base Seattle, Washington"
20240209,USAF,MA,55,2024,web,https://theshoestring.org/2024/09/25/westfields-sound-of-freedom-about-to-get-louder/,Westfield's Sound of Freedom about to get Louder,theshoestring.org,2024-09-25,NA,the F-35's will require $50-$60 million in upgrades to the military base.,medium,FALSE,NA,Barnes ANG actually received F-35A (not F-15EX per EIS title). MOB-specific MILCON cost $50-60M.,481,Air transportation,air / aviation / airfield / aircraft beddown,Air National Guard F-15EX Eagle II and F-35A Lightning II Beddowns
20240211,BR,CA,0,2024,reclassified_to_ii,NA,NA,NA,NA,NA,Long-Term Operation of the Central Valley Project <e2><80><94> operational management of existing federal water system. Should be category (ii).,high,FALSE,NA,TODO: re-run classifier with operations-management rule.,2213,"Water, sewage, & other systems",Bureau of Reclamation = water,Long-Term Operation of the Central Valley Project and State Water Project
20240212,BLM,AZ,700,2024,web_imputed,https://www.powermag.com/blm-approves-600-mw-jove-solar-project-in-arizona/,BLM Approves 600-MW Jove Solar Project in Arizona,powermag.com,2024,NA,"600 MW PV facility on 3,495 acres; may incorporate BESS; cost not stated.",low,TRUE,Solar capex: 600 MW @ ~$1.1M/MW (utility-scale solar avg),Imputed $660M; rounded to $700M to account for likely BESS addition.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Jove Solar Energy Project
20240213,BOEM,MA,9000,2024,web_imputed,https://www.boem.gov/renewable-energy/state-activities/southcoast-wind-formerly-mayflower-wind,SouthCoast Wind (formerly Mayflower Wind) | BOEM,boem.gov,2024-12-20,NA,2.4 GW capacity; cost not directly stated.,low,TRUE,"BOEM-offshore-wind-$/GW (from MD Wind $6B/2.2GW = $2.7B/GW, applied to 2.4 GW)",Imputed $6.5B at MD Wind rate; rounded up to $9B accounting for delayed-completion cost inflation.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,SouthCoast Wind Project
20240220,BIA,OR,40,2024,web_partial,https://kobi5.com/news/local-news/coquille-tribe-on-what-proposed-medford-casino-may-offer-257686/,Coquille tribe on what proposed Medford casino may offer,kobi5.com,2024,NA,"Class II casino (no table games, 600+ slot machines), remodel of Roxy Ann Lanes; land was $1.6M; 250 jobs; $10M annual payroll.",low,TRUE,Class-II-casino-remodel-low-estimate,Class II remodel of existing bowling alley site; smaller than typical fee-to-trust new builds. $30-50M range.,713210,Casinos (tribal gaming),casino / tribal gaming,Coquille Indian Tribe Fee to Trust Gaming Facility Project
20240221,BIA,CA,600,2024,web,https://huffman.house.gov/media-center/in-the-news/koi-indian-tribe-unveils-plans-for-600-million-casino-resort-in-sonoma-county,Koi Indian tribe unveils plans for $600 million casino resort in Sonoma County,huffman.house.gov,2024,NA,the Koi Nation unveiled plans to turn a 68-acre vineyard southeast of Windsor into a $600 million casino resort.,high,FALSE,NA,Project later halted by court (Sep 2025); for our purposes EIS-stage exposure applies.,713210,Casinos (tribal gaming),casino / tribal gaming,Koi Nation Shiloh Resort and Casino
20240229,DOE,NV,0,2024,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of BLM Rhyolite Ridge EIS (eis_number 20240166).,high,FALSE,NA,Duplicate. Project capex counted under 20240166.,212,Mining (except oil & gas),mining / mineral extraction,"ADOPTION--Rhyolite Ridge Lithium- Boron Mine Project, Contact: David A. Oster 240-457-7973. The Department of Energy (DOE) has adopted the Bureau of Land Management's Final"
20240237,DOE,AK,33.7,2024,web,https://hydro.org/powerhouse/article/76-million-in-funding-for-new-hydro-in-alaska-washington-to-provide-clean-energy-to-rural-and-remote-areas/,$76 Million in Funding for New Hydro in Alaska & Washington,hydro.org,2024,NA,"The overall project cost for Thayer Hydro is estimated to be $33,650,000.",high,FALSE,NA,"850 kW run-of-river hydro for Angoon, AK. DOE OCED Phase 1 $3.4M + total federal share up to $26.9M.",2211,Electric power generation/transmission/distribution,electricity generation / transmission,ADOPTION--Angoon Hydroelectric Project Construction and Operation Special-Use-Authorization Thayer Creek Admiralty Island National Monument Tongass National Forest AK
20240241,FHWA,WI,3600,2024,web,https://wtba.org/latest-tpc-report-estimates-i-39-90-94-expansion-to-cost-3-6-billion/,Latest TPC report estimates I-39/90/94 expansion to cost $3.6 billion,wtba.org,2024,NA,Initial estimates for the massive I-39/90/94 expansion... put the overall cost around $3.6 billion.,high,FALSE,NA,$3.6B at 2024 prices; could rise to $4.9B by mid-2040s completion.,237310,"Highway, street, and bridge construction",highway / bridge / interstate,"Interstate 39/90/94 Corridor, Contact: Lisa Hemesath 608-829-7503. Under 23 U.S.C. 139(n)(2), FHWA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
20240242,USAF,FL,40,2024,web_imputed,https://www.eglin.af.mil/News/Article-Display/Article/3852542/air-force-to-expand-childcare-for-dod-families-north-of-eglin/,Air Force to expand childcare for DOD families north of Eglin,eglin.af.mil,2024,NA,new child development center in Crestview to accommodate 250 children; cost not stated.,low,TRUE,DOD-CDC-typical-cost (250-child facilities run $30-50M),MILCON CDC II/III typical cost band used as proxy.,236,Construction of buildings,federal construction / military beddown,"Expansion of Childcare Services North of Eglin Test and Training Complex, Review Period Ends: 01/27/ 2025, Contact: Nick Post 210-925-3516."
20240243,FERC,TN,1100,2024,web,https://www.naturalgasintel.com/news/enbridge-begins-work-on-11b-ridgeline-natural-gas-pipeline-expansion-in-tennessee/,Enbridge Begins Work on $1.1B Ridgeline Natural Gas Pipeline Expansion in Tennessee,naturalgasintel.com,2025,NA,"FERC has approved Enbridge subsidiary East Tennessee Natural Gas's $1.1 billion, 122-mile Ridgeline Expansion Project.",high,FALSE,NA,122-mile 30-inch pipeline; supplies TVA Kingston replacement plant.,486,Pipeline transportation,pipeline / compressor / gas service,Ridgeline Expansion Project
20240017,BLM,WY,5000,2024,web_partial,https://fas.org/publication/critical-sentinel-overrun/,Critical Overrun of Sentinel ICBM Program Demands Government Transparency,fas.org,2024,NA,Total program acquisition cost ~$140.9B; individual silo-deployment EIS site capex much smaller. Used $5B as conservative per-site allocation.,low,TRUE,Sentinel program total $140.9B / ~28 site-specific EIS actions,Sentinel/GBSD program is unusually large; counting full program would distort sector totals. Conservative per-site share used.,9281,National security,weapons system deployment (national security),"ADOPTION--Sentinel (GSBD) Deployment and Minuteman III Decommissioning and Disposal, Contact: Dan Brunkhorst 406-538-1981. The Bureau of Land Management (BLM) has adopted the United States Air Force's Final"
20240022,USFS,WY,0,2024,duplicate_of_other_eis,NA,NA,NA,NA,NA,USFS adoption of same Sentinel deployment EIS as BLM (20240017).,high,FALSE,NA,Duplicate. Project capex counted under 20240017 (BLM adoption).,9281,National security,weapons system deployment (national security),"ADOPTION--Sentinel (GSBD) Deployment and Minuteman III Decommissioning and Disposal, Contact: Vernon E. Koehler 719-252-4778. The Forest Service (USFS) has adopted the United States Air Force's Final"
20240075,USAF,MS,80,2024,web_imputed,https://columbus.t-7anepadocuments.com/,T-7A Recapitalization at Columbus AFB,columbus.t-7anepadocuments.com,2024,NA,Columbus-specific MILCON cost not published; JBSA T-7A beddown $72M used as proxy.,low,TRUE,JBSA T-7A beddown ($72M) used as per-base proxy,T-7A Red Hawk replacing T-38 Talon at training base.,9281,National security,national security default,"T-7A Recapitalization at Columbus Air Force Base, Mississippi"
20240088,CHSRA,CA,22600,2024,web,https://www.enr.com/articles/58898-california-high-speed-rail-authority-oks-226b-palmdale-burbank-segment,California High-speed Rail Authority OKs $22.6B Palmdale-Burbank Segment,enr.com,2024-06-27,NA,$22.6-billion section of the passenger train network linking the cities of Palmdale and Burbank in Los Angeles County.,high,FALSE,NA,38.3-mile route SR14A with 27.9 miles of tunnels under Angeles National Forest.,482,Rail transportation,high-speed rail,"California High-Speed Rail Authority Palmdale to Burbank Project Section: Final Environmental Impact Report/Environmental Impact Statement, Review Period Ends: 06/ 24/2024, Contact: Stefan Galvez-Abadia 800-630-1039. Dated: May 20, 2024. Cindy S. Barger, Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2024-11462 Filed 5-23-24; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
20240103,BLM,NV,2500,2024,web,https://thenevadaindependent.com/article/massive-4-2b-nv-energy-transmission-line-gets-federal-ok,Massive $4.2B NV Energy transmission line gets federal OK,thenevadaindependent.com,2024,NA,Original estimated cost of $2.5 billion has since increased to $4.24 billion for the combined Greenlink projects (West and North).,medium,FALSE,NA,"Greenlink West alone ~$2.5B of the combined $4.24B (West is the larger segment, ~350 miles vs. North's shorter run).",2211,Electric power generation/transmission/distribution,electricity generation / transmission,Greenlink West Transmission Project
20240106,USAF,TX,80,2024,web_imputed,https://columbus.t-7anepadocuments.com/about,T-7A Recapitalization at Laughlin AFB,columbus.t-7anepadocuments.com,2024,NA,Laughlin-specific MILCON cost not published; JBSA T-7A beddown $72M used as proxy.,low,TRUE,JBSA T-7A beddown ($72M) used as per-base proxy,Second T-7A training base recapitalization in 2024.,9281,National security,national security default,"T-7A Recapitalization at Laughlin Air Force Base, Texas"
20240122,BOP,KY,500,2024,web,https://www.constructiondive.com/news/kentucky-prison-federal-approval/731728/,$500M Kentucky prison gets federal approval for construction,constructiondive.com,2024,NA,The House Appropriations Committee has earmarked $500 million for construction of the facility.,high,FALSE,NA,"Federal Correctional Institution in Letcher County, KY. 1,408 beds, medium-security + camp.",236,Construction of buildings,federal construction / military beddown,"Proposed Development of a New Federal Correctional Institution and Federal Prison Camp--Letcher County, KY"
