eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes,naics_code,naics_label,naics_reason,title
20150285,FERC,OR,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,"Initial 2015 FEIS round for Jordan Cove Energy + Pacific Connector Pipeline. Counted at $0 <e2><80><94> primary attribution at 20190276 (later Final EIS round, 2019 panel). Project ultimately cancelled Dec 2021.",high,FALSE,NA,Coos Bay OR. Pembina. Zeroed to avoid double-count with 20190276.,486,Pipeline transportation,pipeline / compressor / gas service,Jordan Cove Energy and Pacific Connector Gas Pipeline Project
20150299,NRC,WI,300,2025,web_imputed,https://www.prnewswire.com/news-releases/shine-receives-conditional-commitment-for-263-million-doe-loan-to-scale-domestic-medical-isotope-manufacturing-using-fusion-technology-302737635.html,SHINE Conditional Commitment $263M DOE Loan,prnewswire.com,2025,NA,Original construction $100M (2018 ref); subsequent DOE/NNSA cumulative funding ~$114M; conditional $263M DOE loan announced 2025 for scale-up. Total facility investment to date ~$300M.,medium,TRUE,Medical-isotope-facility-built-out (~$300M cumulative),Janesville WI. SHINE Medical Technologies. CORRECTED 2026-06-01 (spot-check): was $200M; revised up after surfacing cumulative DOE loan + investor inputs.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,"Construction Permit for the SHINE Medical Radioisotope Production Facility, Final Report, NUREG-2183"
20150307,DOE,VT,1600,2015,web_imputed,NA,NA,NA,NA,NA,New England Clean Power Link. ~154-mi HVDC Lake Champlain to NH grid. TDI New England. ~$1.6B project.,high,FALSE,NA,Vermont. TDI / Blackstone.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,New England Clean Power Link Project
20150310,DOE,MN,710,2015,web_imputed,NA,NA,NA,NA,NA,Great Northern Transmission Line. Minnesota Power. ~220-mi 500kV MN-MB Canadian intertie. ~$710M.,high,FALSE,NA,ALLETE / Minnesota Power. In service 2020.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Great Northern Transmission Line Project
20150316,DOE,OK,2500,2015,web_imputed,NA,NA,NA,NA,NA,Plains and Eastern Clean Line Transmission. Clean Line Energy. ~720-mi 600kV OK-TN. ~$2.5B project. Cancelled 2017 but FEIS issued.,high,FALSE,NA,Clean Line Energy. Cancelled but FEIS issued.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Plains and Eastern Clean Line Transmission Line Project
20150319,BLM,OR,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,BLM adoption of FERC Jordan Cove EIS (20150285).,high,FALSE,NA,Adoption.,486,Pipeline transportation,pipeline / compressor / gas service,"ADOPTION--Jordan Cove Energy and Pacific Connector Gas Pipeline Project, Contact: Miriam Liberatore 540- 618-2400. The U.S. Department of the Interior's Bureau of Land Management is adopting the U.S. Federal Energy Regulatory Commission's FEIS #20150285, filed 09/30/2015 with EPA. BLM was a cooperating agency for the above project. Therefore, recirculation of the document is not necessary under Section 1506.3(c) of the Council on Environmental Quality Regulations."
20150324,FRA,CA,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,Coast Corridor Improvements (Caltrain corridor services planning). Service-level improvements; programmatic Tier scope.,high,FALSE,NA,RECLASSIFY (ii). Service planning.,482,Rail transportation,"rail (FRA, Amtrak, freight)","Coast Corridor Improvements, Contact: Melissa Hatcher 202-493-6075 Under MAP-21 Section 1319, FRA has issued a single FEIS and ROD. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
20150325,FERC,LA,4400,2015,web_imputed,NA,NA,NA,NA,NA,Magnolia LNG + Lake Charles Expansion. LNG Limited. ~8 mtpa. ~$4.4B. Project sold/restarted multiple times; never reached FID under LNG Ltd. FEIS issued.,medium,FALSE,NA,Lake Charles LA. LNG Limited (sold to GFL/Glenfarne).,486,Pipeline transportation,pipeline / compressor / gas service,Magnolia LNG and Lake Charles Expansion Projects
20150331,USFS,OR,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,USFS adoption of FERC Jordan Cove EIS (20150285).,high,FALSE,NA,Adoption.,486,Pipeline transportation,pipeline / compressor / gas service,"ADOPTION--Jordan Cove Energy and Pacific Connector Gas Pipeline Project, Contact: Wes Yamamoto 541-825- 3150. The U.S. Department of Agriculture's Forest Service is adopting the U.S. Federal Energy Regulatory Commission's FEIS #20150285, filed 09/ 30/2015 with EPA. USFS was a cooperating agency for the above project. Therefore, recirculation of the document is not necessary under Section 1506.3(c) of the Council on Environmental Quality Regulations. Dated: November 17, 2015. Karin Leff, Acting Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2015-29685 Filed 11-19-15; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
20150341,NPS,FL,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,East Everglades Expansion Area Land Acquisition. Federal land acquisition for ENP. No infrastructure construction.,high,FALSE,NA,RECLASSIFY (ii). Land acquisition.,9241,Federal admin of environmental quality,regulatory / environmental admin,East Everglades Expansion Area Land Acquisition
20150345,FHWA,NC,200,2015,sector_impute_pending,NA,NA,NA,NA,NA,US 70 Havelock Bypass NC. NCDOT new bypass.,low,TRUE,Rural-bypass-mid (~$200M),Craven County NC. NCDOT.,237310,"Highway, street, and bridge construction",highway / bridge / interstate,US 70 Havelock Bypass
20150347,FERC,CA,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,Merced River and Merced Falls Hydroelectric Projects (relicensing). Existing hydro relicense.,high,FALSE,NA,RECLASSIFY (ii). Hydro relicensing.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Merced River and Merced Falls Hydroelectric Projects
20150360,FERC,FL,3000,2015,web_imputed,NA,NA,NA,NA,NA,Southeast Market Pipelines Project (Sabal Trail + FSC + HHL). ~$3B project. Williams + Spectra + NextEra.,high,FALSE,NA,AL-GA-FL. In service 2017.,486,Pipeline transportation,pipeline / compressor / gas service,Southeast Market Pipelines Project
20150015,BPA,ID,10,2015,sector_impute_pending,NA,NA,NA,NA,NA,"Hooper Springs Transmission <e2><80><94> small BPA tie line, ~15 mi. Sector benchmark for short BPA transmission.",low,TRUE,Short-rural-115kV-transmission (~$10M),H-1 audit addition. BPA Idaho.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Hooper Springs Transmission Project
20150083,USFS,AK,75,2015,sector_impute_pending,NA,NA,NA,NA,NA,Resurrection Creek Phase II Stream Restoration + Hope Mining Company Plan of Operations. Combined restoration + small-scale gold mining.,low,TRUE,Small-gold-mine-with-restoration (~$75M),L-6 audit addition (was excluded by restoration regex; fixed). USFS Chugach NF Alaska.,212,Mining (except oil & gas),mining / mineral extraction,Resurrection Creek Phase II: Stream and Riparian Restoration Project and Hope Mining Company Proposed Mining Plan of Operations
20150086,USN,CA,1000,2015,web,https://www.coronadonewsca.com/news/coronado_city_news/work-on-1-billion-navy-coastal-campus-to-begin-in-early-fall/article_3ccede34-5316-11e5-8d46-43b1d8671b2e.html,Work on $1 Billion Navy Coastal Campus to Begin,coronadonewsca.com,2015,NA,$1 billion total cost ($700M buildings + $200M design/equipment + $100M infra).,high,FALSE,NA,"H-1 audit addition. Naval Base Coronado Coastal Campus, NSWC SEAL ops. 10-yr build.",9281,National security,national security default,Naval Base Coronado Coastal Campus
20150119,OSM,NM,300,2015,sector_impute_pending,NA,NA,NA,NA,NA,Four Corners Power Plant + Navajo Mine Energy Project. Mine expansion + coal-fueled power plant. EIS covered mine extension + plant emissions controls.,low,TRUE,Coal-mine-extension-with-power-controls (~$300M),"H-1 audit addition. OSM-led, San Juan County NM.",2211,Electric power generation/transmission/distribution,electricity generation / transmission,Four Corners Power Plant and Navajo Mine Energy Project
20150137,USACE,CA,190,2015,web,http://westsacfloodprotect.com/projects,Levee Projects,City of West Sacramento,2015,NA,"Southport Sacramento River EIP: 6-mile setback levee, estimated cost $190 million; first phase ($5M) of construction at Village Parkway South.",medium,FALSE,NA,"H-1 Round 2 audit addition. USACE flood-risk Early Implementation Project, West Sacramento.",2213,"Water, sewage, & other systems",USACE default <e2><86><92> water systems,Southport Sacramento River Early Implementation Project
