eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes,naics_code,naics_label,naics_reason,title
20160066,BOP,KY,510,2016,web_imputed,NA,NA,NA,NA,NA,Letcher County USP. $510M BOP federal prison project. Cancelled by BOP 2019 but FEIS issued.,medium,FALSE,NA,Letcher County KY. BOP. Surface mine reclamation site.,236,Construction of buildings,BOP = federal prison construction,U.S. Penitentiary and Federal Prison Camp Letcher County
20160076,BLM,WY,2200,2016,web,https://americanwildhorse.org/stories/wy-continental-divide-creston-gas-drilling-project-raises-concerns-for-wild-horses-3518,BLM Continental Divide-Creston Gas project,americanwildhorse.org,2016,NA,"BP investing up to $2.2 billion to double production from its acreage. Up to 8,950 wells.",high,FALSE,NA,Carbon + Sweetwater WY. BP + Anadarko et al. Wamsutter field.,212,Mining (except oil & gas),BLM default <e2><86><92> mining,Continental Divide Creston Natural Gas Development Project
20160091,FERC,ID,60,2016,sector_impute_pending,NA,NA,NA,NA,NA,Bear River Narrows Hydroelectric. New ~14 MW hydro on Bear River ID.,low,TRUE,Small-hydro-greenfield (~$60M),Caribou County ID. Twin Lakes Canal Company.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Bear River Narrows Hydroelectric Project
20160099,USFS,OR,30,2016,sector_impute_pending,NA,NA,NA,NA,NA,Granite Creek Watershed Mining Project. Small mining plan of operations.,low,TRUE,Small-mining-POO (~$30M),Wallowa-Whitman NF OR.,212,Mining (except oil & gas),mining / mineral extraction,"Granite Creek Watershed Mining Project, review period ends: 06/13/2016, Contact: Sophia Millar 541- 263-1735."
20160100,FTA,MN,2750,2018,web_imputed,NA,NA,NA,NA,NA,Southwest LRT (METRO Green Line Extension). 14.5-mi LRT Minneapolis-Eden Prairie. $2.75B estimate (rose to $2.86B+).,high,FALSE,NA,Metro Transit + FTA CIG. Construction ongoing.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,"Southwest Light Rail Transit, review period ends: 06/13/2016, Contact: Maya Sarna 202-366-5811."
20160104,BLM,WY,3000,2016,web_imputed,NA,NA,NA,NA,NA,Energy Gateway South Transmission. PacifiCorp 500kV ~400 mi WY-UT. Industry estimate ~$3B.,medium,TRUE,500kV-transmission-major (~$3B for 400 mi),PacifiCorp.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,"Energy Gateway South Transmission Project, review period ends: 06/13/2016, Contact: Tamara Gertsch 307- 775-6115. Final Supplement, NRC, NV, Supplement to the U.S. Department of Energy's Environmental Impact Statement for a Geologic Repository for the Disposal of Spent Nuclear Fuel and High-Level Radioactive Waste at Yucca Mountain, Nye County, Nevada--Final Report, NUREG-2184, Contact: Christine Pineda 301-415-6789. Prepared in accordance with NWPA [[Page 29856]] Sec. 114 and 10 CFR 51.109, which describes the NRC's NEPA process for its review of the proposed geologic repository at Yucca Mountain, Nevada. Amended Notices"
20160105,BLM,NV,100,2016,sector_impute_pending,NA,NA,NA,NA,NA,Coeur Rochester Mine POO Amendment 10. Coeur Mining silver-gold mine expansion. Plan of Permanent Closure.,low,TRUE,Mine-expansion-mid (~$100M),Pershing County NV. Coeur Mining.,212,Mining (except oil & gas),mining / mineral extraction,"Coeur Rochester Mine Plan of Operations Amendment 10 and Closure Plan, Review Period Ends: 06/20/ 2016, Contact: Kathleen Rehberg 775-623-1500."
20160114,FHWA,TX,300,2016,sector_impute_pending,NA,NA,NA,NA,NA,Grand Parkway SH 99 Segment B. ~52-mi outer beltway Houston. TxDOT toll.,medium,TRUE,New-tollway-rural (~$6M/mi),Houston TX. TxDOT.,237310,"Highway, street, and bridge construction",highway / bridge / interstate,Grand Parkway (State Highway 99) Segment B
20160124,FERC,AK,200,2016,sector_impute_pending,NA,NA,NA,NA,NA,Sweetheart Lake Hydroelectric. New ~19.8 MW hydro. Juneau Hydropower.,low,TRUE,Small-hydro-AK-greenfield (~$200M),Juneau AK area.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Sweetheart Lake Hydroelectric Project
20160125,BIA,NV,300,2016,sector_impute_pending,NA,NA,NA,NA,NA,Aiya Solar Project. Moapa Band of Paiutes. ~200 MW tribal land solar.,low,TRUE,Utility-solar-tribal-land (~$1.5M/MW),Clark County NV. Moapa River Indian Reservation.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Aiya Solar Project
20160128,USACE,NC,50,2016,sector_impute_pending,NA,NA,NA,NA,NA,Morehead City Harbor Integrated Dredged Material Management Plan. DMMP <e2><80><94> disposal facility siting + operations.,low,TRUE,USACE-DMMP-mid (~$50M),Morehead City NC. USACE Wilmington District.,488,Support activities for water transportation,water transportation infrastructure,Morehead City Harbor Integrated Dredged Material Management Plan
20160133,FTA,VA,370,2016,web_imputed,NA,NA,NA,NA,NA,Potomac Yard Metrorail Station. WMATA infill station. ~$370M project (rose to $400M+).,high,FALSE,NA,Alexandria VA. WMATA. Opened May 2023.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,Potomac Yard Metrorail Station
20160136,USACE,PA,2700,2016,web_imputed,NA,NA,NA,NA,NA,Upper Ohio Navigation Study. USACE 3-locks replacement (Emsworth + Dashields + Montgomery). Total ~$2.7B program.,medium,TRUE,USACE-locks-replacement-major (~$2.7B),Pittsburgh PA. USACE Pittsburgh District.,2213,"Water, sewage, & other systems",USACE default <e2><86><92> water systems,Upper Ohio Navigation Study
20160139,BLM,UT,500,2016,sector_impute_pending,NA,NA,NA,NA,NA,"Monument Butte Oil and Gas Development. ~5,750 wells over 15 years. Newfield Exploration.",low,TRUE,Utah-oil-gas-development (~$500M),Duchesne + Uintah UT. Newfield/Encana.,211,Oil & gas extraction,oil & gas extraction,Monument Butte Area Oil and Gas Development Project
20160142,BLM,NV,200,2016,sector_impute_pending,NA,NA,NA,NA,NA,Bald Mountain Mine North/South Operations Area. Barrick / Kinross. Mine expansion.,low,TRUE,Gold-mine-expansion-mid (~$200M),White Pine County NV. Barrick.,212,Mining (except oil & gas),mining / mineral extraction,Bald Mountain Mine North and South Operations Area Project
20160147,USFS,AK,35,2016,sector_impute_pending,NA,NA,NA,NA,NA,Kake to Petersburg Transmission Line Intertie. Tongass NF. ~57-mi transmission. Sealaska Heritage interties.,low,TRUE,Rural-transmission-intertie (~$35M),SE Alaska. USFS + Inside Passage Electric Cooperative.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Kake to Petersburg Transmission Line Intertie Project
20160149,BIA,FL,50,2016,sector_impute_pending,NA,NA,NA,NA,NA,Seminole Tribe of Florida Fee-to-Trust. Land transfer for tribal economic development. Modest project scale.,low,TRUE,Tribal-fee-to-trust-mod (~$50M),Florida. Seminole Tribe.,713210,Casinos (tribal gaming),casino / tribal gaming,Seminole Tribe of Florida Fee to Trust
20160155,FTA,MN,1500,2016,web_imputed,NA,NA,NA,NA,NA,"Bottineau LRT METRO Blue Line Extension. 13-mi LRT Minneapolis-Brooklyn Park. Original $1.5B (rose to $2.95B+, project withdrew from CIG 2020 but rejoined).",medium,FALSE,NA,Metro Transit + FTA. Hennepin County MN.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,Bottineau Light Rail Transit Metro Blue Line Extension
20160160,BR,CA,200,2016,sector_impute_pending,https://www.restoresjr.net/projects/restoration/2b-and-mendota-reach-bypass/,SJRRP Reach 2B and Mendota Pool Bypass,restoresjr.net,2016,NA,Half-mile river-like fish-passage bypass channel around Mendota Pool + Reach 2B channel improvements. Phase 1 of SJRRP construction.,low,TRUE,Fish-passage-channel-construction (~$200M),"Fresno County CA. BR + SJRRP. CORRECTED 2026-06-01: this is the Reach 2B Bypass CONSTRUCTION project, distinct from 20190259 Mendota Pool Group Exchange Program (water trading contract, correctly reclassified to (ii)).",2213,"Water, sewage, & other systems",Bureau of Reclamation = water,Mendota Pool Bypass and Reach 2B Improvements Project
20160163,DOE,LA,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Lake Charles Liquefaction EIS (20150233).,high,FALSE,NA,Adoption <e2><80><94> primary FERC.,9281,National security,national security default,"ADOPTION--Lake Charles Liquefaction Project, Contact: John Anderson 202-586-0521 The U.S. Department of Energy (DOE) has adopted the Federal Energy Regulatory Commission's Final EIS #20150233 filed 08/14/2015 with EPA. DOE was a cooperating agency, therefore recirculation of the document is not necessary under Section 1506.3(b) of the CEQ Regulations. Amended Notices"
20160170,BIA,IN,80,2016,sector_impute_pending,NA,NA,NA,NA,NA,Pokagon Band Potawatomi Fee-to-Trust Tribal Village. Mid-size tribal residential + community development.,low,TRUE,Tribal-village-development (~$80M),South Bend IN. Pokagon Band.,713210,Casinos (tribal gaming),casino / tribal gaming,The Pokagon Band of Potawatomi Indians Fee-to-Trust Transfer for Tribal Village and Casino
20160178,BLM,CO,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,Previously Issued Oil and Gas Leases in White River NF. Lease validity reanalysis. No new authorization.,high,FALSE,NA,RECLASSIFY (ii). Lease reanalysis.,211,Oil & gas extraction,oil & gas extraction,Previously Issued Oil and Gas Leases in the White River National Forest
20160180,FERC,TX,10000,2019,web_imputed,NA,NA,NA,NA,NA,Golden Pass LNG Export Project. ExxonMobil + Qatar Petroleum. 18 mtpa. Construction ~$10B+.,high,FALSE,NA,Sabine Pass TX. ExxonMobil/Qatar Energy. First LNG late 2025/2026.,2211,Electric power generation/transmission/distribution,FERC default = electric power,Golden Pass LNG Export Project
20160181,FERC,OH,4200,2018,web_imputed,NA,NA,NA,NA,NA,Rover Pipeline. Energy Transfer. 713-mi WV/PA/OH/MI. ~$4.2B project.,high,FALSE,NA,Energy Transfer Rover. In service 2018.,486,Pipeline transportation,pipeline / compressor / gas service,"Rover Pipeline, Panhandle Backhaul, and Trunkline Backhaul Projects"
20160183,USFS,CO,20,2016,sector_impute_pending,NA,NA,NA,NA,NA,Arapahoe Basin Ski Area Projects. White River NF. Modest resort capex.,low,TRUE,Ski-resort-on-mountain-mod (~$20M),Summit County CO. A-Basin.,713,"Amusement, gambling, recreation",USFS recreation / ski,Arapahoe Basin Ski Area Projects
20160194,FAA,AK,40,2016,sector_impute_pending,NA,NA,NA,NA,NA,"Angoon Airport Project. New ~3,300-ft rural airport. Tongass NF. FAA AK Region.",low,TRUE,Rural-airport-greenfield (~$40M),Angoon AK. ADOT.,481,Air transportation,air / aviation / airfield / aircraft beddown,Angoon Airport Project
20160203,FERC,OH,1600,2017,web_imputed,NA,NA,NA,NA,NA,Leach XPress + Rayne XPress Expansions. Columbia Gas Transmission. ~$1.6B total program.,medium,FALSE,NA,OH/WV/VA. TC Energy/Columbia.,486,Pipeline transportation,pipeline / compressor / gas service,Leach XPress and Rayne XPress Expansion Projects
20160216,HUD,NY,700,2016,web_imputed,NA,NA,NA,NA,NA,"Lambert Houses Redevelopment Bronx. ~1,665 units replacement + new mixed-use. Phipps Houses. ~$700M+.",medium,FALSE,NA,Bronx NY. HUD HOPE / mixed-finance.,236,Construction of buildings,housing / HUD,Lambert Houses Redevelopment
20160223,DOE,LA,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Magnolia LNG + Lake Charles Expansion EIS (20150325).,high,FALSE,NA,Adoption <e2><80><94> primary FERC.,9281,National security,national security default,"Adoption--Magnolia LNG and Lake Charles Expansion Projects, Contact: [[Page 67349]] John Anderson 202-586-0521. The U.S Department of Energy (DOE) has adopted the Federal Energy Regulatory Commission's FEIS #20150325, filed with the U.S. EPA on 11/13/2015. DOE was a cooperating agency on the project. Therefore, recirculation of the document is not necessary under Section 1506.3(c) of the CEQ Regulations"
20160225,BR,NM,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,"Continued Implementation of 2008 Operating Agreement for the Rio Grande Project. Operational agreement, no construction.",high,FALSE,NA,RECLASSIFY (ii). Operational agreement.,2213,"Water, sewage, & other systems",Bureau of Reclamation = water,"Continued Implementation of the 2008 Operating Agreement for the Rio Grande Project, Review Period Ends: 11/ 07/2016, Contact: Hector Garcia 505-462-3550"
20160229,DOE,ID,1650,2016,web_imputed,NA,NA,NA,NA,NA,Recapitalization of Infrastructure Supporting Naval Spent Nuclear Fuel Handling. NRF Idaho. Spent Fuel Handling Recap Project ~$1.65B.,medium,FALSE,NA,"Naval Reactors Facility, INL ID. DOE-NNPP.",2211,Electric power generation/transmission/distribution,electricity generation / transmission,Recapitalization of Infrastructure Supporting Naval Spent Nuclear Fuel Handling at the Idaho National Laboratory
20160236,FAA,OR,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,FAA adoption of Oregon Military Training Airspace EIS.,high,FALSE,NA,Adoption.,9281,National security,weapons system deployment (national security),"ADOPTION--Military Readiness Activities at Naval Weapons System Training Facility Boardman, Contact: Paula Miller 202-267-7378. The U.S. Department of Transportation's Federal Aviation Administration (FAA) has adopted the U.S. Navy's FEIS # 20150355, filed with the USEPA 12/28/2015. FAA was a cooperating agency on the project. Recirculation of the document is not necessary under Section 1506.3 of the CEQ Regulations. Dated: October 11, 2016. Karin Leff, Acting Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2016-24902 Filed 10-13-16; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
20160241,BLM,WA,50,2016,sector_impute_pending,NA,NA,NA,NA,NA,Vantage to Pomona Heights 230kV Transmission. PSE ~70-mi 230kV.,low,TRUE,230kV-transmission (~$50M for 70 mi),Yakima WA area. Puget Sound Energy.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,Vantage to Pomona Heights 230kV Transmission Line Project
20160245,BR,MT,58,2016,web_imputed,NA,NA,NA,NA,NA,Lower Yellowstone Intake Diversion Dam Fish Passage. USACE/BR ~$58M federal project.,high,FALSE,NA,Glendive MT. Pallid sturgeon fish passage.,2213,"Water, sewage, & other systems",Bureau of Reclamation = water,"Lower Yellowstone Intake Diversion Dam Fish Passage Project, Montana"
20160270,FTA,WA,3100,2016,web_imputed,NA,NA,NA,NA,NA,Federal Way Link Extension. Sound Transit ~7.8-mi LRT extension. ~$3.1B.,high,FALSE,NA,King County WA. Sound Transit. Opens 2026.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,Federal Way Link Extension
20160273,FHWA,FL,80,2016,sector_impute_pending,NA,NA,NA,NA,NA,SR 87 Connector Florida. FDOT new arterial Panhandle.,low,TRUE,New-arterial-rural (~$80M),Santa Rosa County FL. FDOT.,237310,"Highway, street, and bridge construction",highway / bridge / interstate,"SR 87 Connector, Contact: Joseph Sullivan 850-553-2248. Under 49 U.S.C. 304a(b), FHWA has issued a Final EIS and ROD. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
20160276,FRA,MD,6000,2016,web_imputed,NA,NA,NA,NA,NA,Baltimore Potomac Tunnel Replacement (NEC). Amtrak. New ~1.4-mi tunnel. ~$6B project (rose since).,high,FALSE,NA,Baltimore MD. Amtrak NEC Frederick Douglass Tunnel.,482,Rail transportation,"rail (FRA, Amtrak, freight)",Baltimore and Potomac Tunnel
20160277,USCG,LA,1000,2016,sector_impute_pending,NA,NA,NA,NA,NA,Port Delfin Project Deepwater Port (FLNG). Delfin LNG. ~$1B+ project. FID still pending.,low,TRUE,Floating-LNG-deepwater (~$1B),Cameron Parish LA offshore. Delfin LNG.,211,Oil & gas extraction,oil & gas extraction,Port Delfin Project Deepwater Port Application
20160279,BOEM,LA,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,OCS Oil and Gas Leasing Program 2017-2022. Programmatic 5-year plan.,high,FALSE,NA,RECLASSIFY (ii). Programmatic 5-year plan.,211,Oil & gas extraction,oil & gas extraction,Outer Continental Shelf Oil and Gas Leasing Program: 2017-2022
20160289,FERC,OH,2600,2017,web_imputed,NA,NA,NA,NA,NA,NEXUS Gas Transmission + Texas Eastern Appalachian Lease. ~257-mi 36-in OH/MI. ~$2.6B.,high,FALSE,NA,Enbridge + DTE. In service 2018.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,"Nexus Gas Transmission Project and Texas Eastern Appalachian Lease Project, review period ends: 01/09/ 2017, Contact: Joanne Wachholder 202-502-8056."
20160293,NPS,VA,0,2016,duplicate_of_other_eis,NA,NA,NA,NA,NA,NPS adoption of FTA Potomac Yard Metro EIS (20160133).,high,FALSE,NA,Adoption <e2><80><94> primary FTA.,485,Transit & ground passenger transportation,transit / light rail / bus terminal,"ADOPTION--Potomac Yard Metrorail Station, Contact: Dan Koenig 202-219-3528. The U.S. Department of the Interior's National Park Service has adopted the U.S. Department of Transportation's Federal Transit Authority's FEIS #20160133, file 07/11/2016 with the EPA. NPS was a cooperating agency for the above project. Therefore, recirculation of the document is not necessary under Section 1056.3(c) of the Council on Environmental Quality. Amended Notices"
20160300,BIA,CA,500,2016,web_imputed,NA,NA,NA,NA,NA,Wilton Rancheria Fee-to-Trust + Casino. Mid-size tribal casino. ~$500M project.,medium,FALSE,NA,Sacramento County CA. Wilton Rancheria.,713210,Casinos (tribal gaming),casino / tribal gaming,Wilton Rancheria Fee-to-Trust and Casino Project
20160308,USFS,WY,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,Oil and Gas Leasing in Wyoming Range Bridger-Teton NF. Lease cancellation analysis. No development authorized.,high,FALSE,NA,RECLASSIFY (ii). Lease decision.,211,Oil & gas extraction,oil & gas extraction,Oil and Gas Leasing in Portions of the Wyoming Range in the Bridger-Teton National Forest
20160309,BOEM,AK,0,2016,reclassified_to_ii,NA,NA,NA,NA,NA,Cook Inlet Planning Area OCS Lease Sale 244. Lease sale EIS only <e2><80><94> no specific project.,high,FALSE,NA,RECLASSIFY (ii). Lease sale.,211,Oil & gas extraction,oil & gas extraction,Cook Inlet Planning Area Oil and Gas Lease Sale 244
20160318,BR,CA,17000,2016,web_imputed,NA,NA,NA,NA,NA,Bay Delta Conservation Plan / California WaterFix (twin tunnels). DWR/BR. ~$17B project. Withdrawn by Newsom 2019 but FEIS issued.,high,FALSE,NA,Sacramento-San Joaquin Delta CA. DWR. Cancelled but FEIS issued <e2><80><94> exposure attributable.,2213,"Water, sewage, & other systems",Bureau of Reclamation = water,Bay Delta Conservation Plan/California WaterFix
20160065,WAPA,CA,324,2016,web,https://www.wapa.gov/about-wapa/regions/sn/san-luis-transmission-project/,WAPA San Luis Transmission Project,wapa.gov,2016,NA,Current project cost estimate is $323.5 million. 85-mi 230-kV Tracy to San Luis/O'Neill/Dos Amigos.,high,FALSE,NA,H-1 audit addition. WAPA + Duke-American Transmission JV. Westlands Solar support.,2211,Electric power generation/transmission/distribution,electricity generation / transmission,San Luis Transmission Project
20160083,USACE,TX,200,2016,sector_impute_pending,NA,NA,NA,NA,NA,USACE Section 404 permitting for surface coal and lignite mining. East Texas. Sector imputation for mid-size coal/lignite operation.,low,TRUE,Coal-lignite-mine-mid (~$200M),H-1 audit addition. USACE Galveston District.,212,Mining (except oil & gas),mining / mineral extraction,Surface Coal and Lignite Mining
20160157,USN,WA,500,2016,sector_impute_pending,NA,NA,NA,NA,NA,Bangor Naval Base Land-Water Interface + Service Pier Extension. Major submarine-support pier MILCON.,low,TRUE,Major-naval-pier-MILCON (~$500M),H-1 audit addition. USN Bangor WA (Trident submarine base).,9281,National security,national security default,Land-Water Interface and Service Pier Extension at Naval Base Kitsap Bangor
20160233,USMC,CA,400,2016,sector_impute_pending,NA,NA,NA,NA,NA,Santa Margarita River Conjunctive Use. Camp Pendleton water infrastructure (groundwater + surface use coordination). Mid-size water project.,low,TRUE,Military-water-infrastructure (~$400M),H-1 audit addition. USMC Camp Pendleton CA.,999,Unclassified,no rule matched,Santa Margarita River Conjunctive Use Project
20160189,BLM,WY,122,2016,web,https://www.energyfuels.com/sheep-mountain-project/,Sheep Mountain Project,Energy Fuels Inc.,2016,NA,Sheep Mountain Uranium PFS: planned total project capex $122.4 million (pre-2022 update; later raised to $152.6M in July 2022 PFS revision).,medium,FALSE,NA,"H-1 Round 2 audit addition. Energy Fuels in-situ recovery uranium, Fremont County WY. Use FEIS-era PFS estimate.",212,Mining (except oil & gas),BLM default <e2><86><92> mining,Sheep Mountain Uranium Project
20160207,USACE,NY,615,2016,web,https://www.nan.usace.army.mil/Portals/37/docs/civilworks/projects/ny/coast/StatenIsland/SOUTH%20SHORE%20STAT%20UPDATE/9_AppenIV_FinalCosts.pdf,South Shore of Staten Island Final Costs Appendix,USACE New York District,2016,NA,South Shore Staten Island CSRM: engineering & design estimate $559.7M; current estimate $615M (October 2025 city council mention of $1.7B reflects scope/inflation creep post-FEIS).,high,FALSE,NA,H-1 Round 2 audit addition. Use FEIS-era $615M estimate; treated as mixed via USACE civil-works funding-source hint.,2213,"Water, sewage, & other systems",USACE default <e2><86><92> water systems,South Shore of Staten Island Coastal Storm Risk Management
