eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20150091,CALTRANS,CA,1000,2015,sector_impute_pending,NA,NA,NA,NA,NA,I-405 Sepulveda Pass Improvement. Caltrans HOV lanes + interchanges. Phase work ~$1B+ federal portion (full project >$1.6B with Metro).,medium,TRUE,Urban-interstate-HOV-add (~$1B),Los Angeles CA. Caltrans + LA Metro.
20150092,BOP,KS,400,2015,sector_impute_pending,NA,NA,NA,NA,NA,Leavenworth FCI and Federal Prison Camp. BOP new federal correctional + prison camp.,low,TRUE,BOP-federal-prison-mid (~$400M),Leavenworth KS. BOP.
20150094,FERC,AL,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,Martin Dam Hydroelectric Project No. 349-173 (relicensing). Existing dam relicense.,high,FALSE,NA,RECLASSIFY (ii). Hydro relicensing.
20150114,FHWA,CA,1800,2015,web_imputed,NA,NA,NA,NA,NA,Mid County Parkway. RCTC new 16-mi corridor Perris-San Jacinto. ~$1.8B program.,medium,TRUE,New-arterial-corridor (~$1.8B for 16 mi),Riverside County CA. RCTC.
20150116,DOE,TX,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,DOE adoption of FERC Cheniere Corpus Christi LNG EIS (pre-window FERC EIS).,high,FALSE,NA,Adoption <e2><80><94> underlying FERC EIS pre-dates panel.
20150121,BLM,WY,3000,2015,web_imputed,NA,NA,NA,NA,NA,TransWest Express Transmission. Anschutz Corp. ~730-mi 600kV DC WY-NV. ~$3B project.,high,FALSE,NA,WY to NV via UT/CO. Construction now underway.
20150131,FHWA,TX,200,2015,sector_impute_pending,NA,NA,NA,NA,NA,US 281 Texas widening/upgrade. TxDOT corridor improvement.,low,TRUE,Rural-highway-upgrade (~$200M),Texas. TxDOT.
20150153,STB,UT,124,2015,web,https://utahrails.net/utahrails/six-county.html,Central Utah Rail Project,utahrails.net,2015,NA,$124 million 43-mi rail Levan-Salina UT. STB construction exemption effective Oct 2015.,high,FALSE,NA,Six County Association of Governments. SUFCO coal mine access.
20150163,BLM,CA,700,2015,web_imputed,NA,NA,NA,NA,NA,Soda Mountain Solar Project. Bechtel ~358 MW utility solar BLM CA Desert. Project cancelled but FEIS issued.,medium,FALSE,NA,San Bernardino County CA. BrightSource Energy.
20150181,USACE,CA,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,USACE adoption of CALTRANS/FHWA I-5 North Coast Corridor EIS.,high,FALSE,NA,Adoption <e2><80><94> primary CALTRANS.
20150188,USACE,SC,580,2015,web_imputed,NA,NA,NA,NA,NA,Charleston Harbor Post 45 Deepening. USACE harbor to -52 ft MLLW. Federal share ~$580M.,high,FALSE,NA,Charleston SC. USACE Charleston District.
20150202,FHWA,LA,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,Adoption of LADOTD I-12 to Bush highway EIS.,high,FALSE,NA,Adoption.
20150204,BOP,KY,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,Letcher County BOP USP/FPC (earlier filing of 20160066 same project).,high,FALSE,NA,Same project as 20160066. Cost attributed to 20160066 ($510M). Zeroed here to avoid double-count.
20150220,FHWA,ID,80,2015,sector_impute_pending,NA,NA,NA,NA,NA,US-95 Thorncreek Rd to Moscow ID. ITD realignment ~6 mi.,low,TRUE,Rural-highway-realign (~$80M),Latah County ID. ITD.
20150222,BR,CA,1400,2015,web_imputed,NA,NA,NA,NA,NA,Shasta Lake Water Resources Investigation. BR dam raise study. $1.4B project. Not constructed but FEIS issued.,medium,FALSE,NA,Shasta County CA. Reclamation. Authorization pending; counted at full FEIS-stage capex.
20150224,USFS,CO,20,2015,sector_impute_pending,NA,NA,NA,NA,NA,Breckenridge Multi-Season Recreation Projects. White River NF. Modest year-round resort capex.,low,TRUE,Ski-resort-multi-season-mod (~$20M),Summit County CO. Vail Resorts.
20150225,FRA,FL,4000,2015,web_imputed,NA,NA,NA,NA,NA,All Aboard Florida Intercity Passenger Rail Orlando-Miami (Brightline). $4B Orlando extension + initial Miami segment.,high,FALSE,NA,Brightline Trains FL. Orlando-Miami in service 2023.
20150233,FERC,LA,11000,2015,web_imputed,NA,NA,NA,NA,NA,Lake Charles Liquefaction Project. Energy Transfer / Shell. ~16.45 mtpa. ~$11B project. FID pending.,high,FALSE,NA,Lake Charles LA. Energy Transfer (was Shell).
20150246,FHWA,IA,50,2015,sector_impute_pending,NA,NA,NA,NA,NA,Eastern Hills Drive and Connecting Roadways Iowa. Modest connector project.,low,TRUE,Urban-connector-mod (~$50M),Iowa DOT.
20150259,FRA,NC,4000,2015,web_imputed,NA,NA,NA,NA,NA,Southeast HSR Richmond-Raleigh Tier II. ~162 mi conventional HSR upgrade. FRA estimate ~$4B.,medium,FALSE,NA,VA-NC. NCDOT + VPRA + FRA.
20150260,BR,CA,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,"CVP Municipal & Industrial Water Shortage Policy. Operational allocation policy, no construction.",high,FALSE,NA,RECLASSIFY (ii). Water allocation policy.
20150264,FHWA,TN,130,2015,sector_impute_pending,NA,NA,NA,NA,NA,Pellissippi Parkway Extension SR 162. TDOT new alignment.,low,TRUE,Suburban-arterial-extension (~$130M),Blount County TN. TDOT.
20150265,BR,CA,100,2015,sector_impute_pending,NA,NA,NA,NA,NA,North Valley Regional Recycled Water Program. Modesto / Turlock recycled water pipeline.,low,TRUE,Recycled-water-program (~$100M),Modesto-Turlock CA. Modesto-Turlock-Del Puerto JPA.
20150269,FHWA,NY,7200,2015,web,https://www.panynj.gov/port/en/our-port/port-development/cross-harbor-freight-program.html,Cross Harbor Freight Program (Port Authority),panynj.gov,2015,NA,Rail tunnel alternative estimated $7.2 billion in Tier 1 FEIS.,high,FALSE,NA,NJ-Brooklyn freight rail tunnel. Tier 1 FEIS issued. Project not advanced.
20150270,FHWA,MN,240,2015,web_imputed,NA,NA,NA,NA,NA,US Highway 53 Virginia to Eveleth MN. MnDOT relocation over Rouchleau Pit. ~$240M project.,high,FALSE,NA,Iron Range MN. MnDOT.
20150280,FTA,WA,700,2015,sector_impute_pending,NA,NA,NA,NA,NA,Link Light Rail Operations & Maintenance Facility (East). Sound Transit. LRT maintenance facility.,low,TRUE,Transit-O&M-facility (~$700M),Bellevue WA. Sound Transit.
20150285,FERC,OR,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,"Initial 2015 FEIS round for Jordan Cove Energy + Pacific Connector Pipeline. Counted at $0 <e2><80><94> primary attribution at 20190276 (later Final EIS round, 2019 panel). Project ultimately cancelled Dec 2021.",high,FALSE,NA,Coos Bay OR. Pembina. Zeroed to avoid double-count with 20190276.
20150299,NRC,WI,300,2025,web_imputed,https://www.prnewswire.com/news-releases/shine-receives-conditional-commitment-for-263-million-doe-loan-to-scale-domestic-medical-isotope-manufacturing-using-fusion-technology-302737635.html,SHINE Conditional Commitment $263M DOE Loan,prnewswire.com,2025,NA,Original construction $100M (2018 ref); subsequent DOE/NNSA cumulative funding ~$114M; conditional $263M DOE loan announced 2025 for scale-up. Total facility investment to date ~$300M.,medium,TRUE,Medical-isotope-facility-built-out (~$300M cumulative),Janesville WI. SHINE Medical Technologies. CORRECTED 2026-06-01 (spot-check): was $200M; revised up after surfacing cumulative DOE loan + investor inputs.
20150307,DOE,VT,1600,2015,web_imputed,NA,NA,NA,NA,NA,New England Clean Power Link. ~154-mi HVDC Lake Champlain to NH grid. TDI New England. ~$1.6B project.,high,FALSE,NA,Vermont. TDI / Blackstone.
20150310,DOE,MN,710,2015,web_imputed,NA,NA,NA,NA,NA,Great Northern Transmission Line. Minnesota Power. ~220-mi 500kV MN-MB Canadian intertie. ~$710M.,high,FALSE,NA,ALLETE / Minnesota Power. In service 2020.
20150316,DOE,OK,2500,2015,web_imputed,NA,NA,NA,NA,NA,Plains and Eastern Clean Line Transmission. Clean Line Energy. ~720-mi 600kV OK-TN. ~$2.5B project. Cancelled 2017 but FEIS issued.,high,FALSE,NA,Clean Line Energy. Cancelled but FEIS issued.
20150319,BLM,OR,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,BLM adoption of FERC Jordan Cove EIS (20150285).,high,FALSE,NA,Adoption.
20150324,FRA,CA,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,Coast Corridor Improvements (Caltrain corridor services planning). Service-level improvements; programmatic Tier scope.,high,FALSE,NA,RECLASSIFY (ii). Service planning.
20150325,FERC,LA,4400,2015,web_imputed,NA,NA,NA,NA,NA,Magnolia LNG + Lake Charles Expansion. LNG Limited. ~8 mtpa. ~$4.4B. Project sold/restarted multiple times; never reached FID under LNG Ltd. FEIS issued.,medium,FALSE,NA,Lake Charles LA. LNG Limited (sold to GFL/Glenfarne).
20150331,USFS,OR,0,2015,duplicate_of_other_eis,NA,NA,NA,NA,NA,USFS adoption of FERC Jordan Cove EIS (20150285).,high,FALSE,NA,Adoption.
20150341,NPS,FL,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,East Everglades Expansion Area Land Acquisition. Federal land acquisition for ENP. No infrastructure construction.,high,FALSE,NA,RECLASSIFY (ii). Land acquisition.
20150345,FHWA,NC,200,2015,sector_impute_pending,NA,NA,NA,NA,NA,US 70 Havelock Bypass NC. NCDOT new bypass.,low,TRUE,Rural-bypass-mid (~$200M),Craven County NC. NCDOT.
20150347,FERC,CA,0,2015,reclassified_to_ii,NA,NA,NA,NA,NA,Merced River and Merced Falls Hydroelectric Projects (relicensing). Existing hydro relicense.,high,FALSE,NA,RECLASSIFY (ii). Hydro relicensing.
20150360,FERC,FL,3000,2015,web_imputed,NA,NA,NA,NA,NA,Southeast Market Pipelines Project (Sabal Trail + FSC + HHL). ~$3B project. Williams + Spectra + NextEra.,high,FALSE,NA,AL-GA-FL. In service 2017.
20150015,BPA,ID,10,2015,sector_impute_pending,NA,NA,NA,NA,NA,"Hooper Springs Transmission <e2><80><94> small BPA tie line, ~15 mi. Sector benchmark for short BPA transmission.",low,TRUE,Short-rural-115kV-transmission (~$10M),H-1 audit addition. BPA Idaho.
20150083,USFS,AK,75,2015,sector_impute_pending,NA,NA,NA,NA,NA,Resurrection Creek Phase II Stream Restoration + Hope Mining Company Plan of Operations. Combined restoration + small-scale gold mining.,low,TRUE,Small-gold-mine-with-restoration (~$75M),L-6 audit addition (was excluded by restoration regex; fixed). USFS Chugach NF Alaska.
20150086,USN,CA,1000,2015,web,https://www.coronadonewsca.com/news/coronado_city_news/work-on-1-billion-navy-coastal-campus-to-begin-in-early-fall/article_3ccede34-5316-11e5-8d46-43b1d8671b2e.html,Work on $1 Billion Navy Coastal Campus to Begin,coronadonewsca.com,2015,NA,$1 billion total cost ($700M buildings + $200M design/equipment + $100M infra).,high,FALSE,NA,"H-1 audit addition. Naval Base Coronado Coastal Campus, NSWC SEAL ops. 10-yr build."
20150119,OSM,NM,300,2015,sector_impute_pending,NA,NA,NA,NA,NA,Four Corners Power Plant + Navajo Mine Energy Project. Mine expansion + coal-fueled power plant. EIS covered mine extension + plant emissions controls.,low,TRUE,Coal-mine-extension-with-power-controls (~$300M),"H-1 audit addition. OSM-led, San Juan County NM."
20150137,USACE,CA,190,2015,web,http://westsacfloodprotect.com/projects,Levee Projects,City of West Sacramento,2015,NA,"Southport Sacramento River EIP: 6-mile setback levee, estimated cost $190 million; first phase ($5M) of construction at Village Parkway South.",medium,FALSE,NA,"H-1 Round 2 audit addition. USACE flood-risk Early Implementation Project, West Sacramento."
